# Engine name: SSI Liquid - Kerosene
# Sun Jan 21 21:30:38 2018
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     4.4000    950.0000      0.0000      1.0000      0.0000   2582.7276     22.3429      1.2597      1.2589   1483.5753    234.4618    251.6186      1.5498      1.6632      1.0000 
     4.4000   1000.0000      0.0000      1.0000      0.0000   2583.0498     22.3436      1.2599      1.2592   1483.5741    235.3380    252.2538      1.5556      1.6674      1.0000 
     4.5000     50.0000      0.0000      1.0000      0.0000   2585.8770     22.4592      1.2313      1.2283   1490.9539    147.2499    200.1903      0.9685      1.3167      1.0000 
     4.5000    100.0000      0.0000      1.0000      0.0000   2600.3793     22.4862      1.2390      1.2368   1491.2371    178.2291    215.8956      1.1721      1.4198      1.0000 
     4.5000    150.0000      0.0000      1.0000      0.0000   2607.3738     22.4993      1.2430      1.2411   1491.3332    192.3315    224.2560      1.2647      1.4747      1.0000 
     4.5000    200.0000      0.0000      1.0000      0.0000   2611.7353     22.5075      1.2456      1.2439   1491.3801    201.0568    229.7103      1.3221      1.5105      1.0000 
     4.5000    250.0000      0.0000      1.0000      0.0000   2614.8012     22.5133      1.2475      1.2460   1491.4071    207.2164    233.6731      1.3625      1.5365      1.0000 
     4.5000    300.0000      0.0000      1.0000      0.0000   2617.1135     22.5176      1.2489      1.2475   1491.4242    211.9015    236.7443      1.3933      1.5567      1.0000 
     4.5000    350.0000      0.0000      1.0000      0.0000   2618.9407     22.5211      1.2501      1.2487   1491.4358    215.6412    239.2290      1.4179      1.5730      1.0000 
     4.5000    400.0000      0.0000      1.0000      0.0000   2620.4335     22.5239      1.2510      1.2498   1491.4439    218.7287    241.3018      1.4382      1.5866      1.0000 
     4.5000    450.0000      0.0000      1.0000      0.0000   2621.6838     22.5263      1.2518      1.2506   1491.4499    221.3423    243.0710      1.4554      1.5983      1.0000 
     4.5000    500.0000      0.0000      1.0000      0.0000   2622.7516     22.5284      1.2525      1.2514   1491.4542    223.5976    244.6084      1.4702      1.6084      1.0000 
     4.5000    550.0000      0.0000      1.0000      0.0000   2623.6778     22.5302      1.2531      1.2520   1491.4576    225.5738    245.9636      1.4832      1.6173      1.0000 
     4.5000    600.0000      0.0000      1.0000      0.0000   2624.4915     22.5318      1.2537      1.2526   1491.4601    227.3271    247.1721      1.4947      1.6252      1.0000 
     4.5000    650.0000      0.0000      1.0000      0.0000   2625.2140     22.5332      1.2542      1.2531   1491.4620    228.8987    248.2606      1.5051      1.6324      1.0000 
     4.5000    700.0000      0.0000      1.0000      0.0000   2625.8614     22.5345      1.2546      1.2536   1491.4635    230.3197    249.2492      1.5144      1.6389      1.0000 
     4.5000    750.0000      0.0000      1.0000      0.0000   2626.4459     22.5356      1.2550      1.2540   1491.4647    231.6143    250.1536      1.5229      1.6448      1.0000 
     4.5000    800.0000      0.0000      1.0000      0.0000   2626.9773     22.5367      1.2553      1.2544   1491.4655    232.8012    250.9864      1.5307      1.6503      1.0000 
     4.5000    850.0000      0.0000      1.0000      0.0000   2627.4632     22.5376      1.2557      1.2547   1491.4662    233.8957    251.7577      1.5379      1.6554      1.0000 
     4.5000    900.0000      0.0000      1.0000      0.0000   2627.9098     22.5385      1.2560      1.2550   1491.4667    234.9099    252.4757      1.5446      1.6601      1.0000 
     4.5000    950.0000      0.0000      1.0000      0.0000   2628.3222     22.5394      1.2562      1.2553   1491.4670    235.8540    253.1476      1.5508      1.6645      1.0000 
     4.5000   1000.0000      0.0000      1.0000      0.0000   2628.7047     22.5401      1.2565      1.2556   1491.4672    236.7364    253.7790      1.5566      1.6686      1.0000 
     4.6000     50.0000      0.0000      1.0000      0.0000   2623.3047     22.6385      1.2263      1.2229   1498.0558    147.8701    201.1339      0.9680      1.3167      1.0000 
     4.6000    100.0000      0.0000      1.0000      0.0000   2639.8294     22.6695      1.2343      1.2317   1498.4825    179.0725    217.0020      1.1719      1.4201      1.0000 
     4.6000    150.0000      0.0000      1.0000      0.0000   2647.8680     22.6847      1.2386      1.2363   1498.6384    193.2841    225.4443      1.2648      1.4752      1.0000 
     4.6000    200.0000      0.0000      1.0000      0.0000   2652.9053     22.6942      1.2413      1.2393   1498.7192    202.0794    230.9522      1.3223      1.5112      1.0000 
     4.6000    250.0000      0.0000      1.0000      0.0000   2656.4579     22.7009      1.2433      1.2415   1498.7684    208.2896    234.9543      1.3629      1.5373      1.0000 
     4.6000    300.0000      0.0000      1.0000      0.0000   2659.1440     22.7060      1.2449      1.2432   1498.8013    213.0140    238.0563      1.3937      1.5576      1.0000 
     4.6000    350.0000      0.0000      1.0000      0.0000   2661.2707     22.7101      1.2461      1.2445   1498.8248    216.7854    240.5662      1.4184      1.5740      1.0000 
     4.6000    400.0000      0.0000      1.0000      0.0000   2663.0108     22.7134      1.2471      1.2456   1498.8423    219.8995    242.6600      1.4388      1.5877      1.0000 
     4.6000    450.0000      0.0000      1.0000      0.0000   2664.4702     22.7162      1.2480      1.2466   1498.8558    222.5358    244.4473      1.4560      1.5994      1.0000 
     4.6000    500.0000      0.0000      1.0000      0.0000   2665.7180     22.7186      1.2488      1.2474   1498.8665    224.8110    246.0004      1.4709      1.6095      1.0000 
     4.6000    550.0000      0.0000      1.0000      0.0000   2666.8013     22.7207      1.2494      1.2481   1498.8751    226.8047    247.3693      1.4839      1.6185      1.0000 
     4.6000    600.0000      0.0000      1.0000      0.0000   2667.7537     22.7226      1.2500      1.2487   1498.8822    228.5735    248.5900      1.4955      1.6264      1.0000 
     4.6000    650.0000      0.0000      1.0000      0.0000   2668.6001     22.7242      1.2505      1.2493   1498.8881    230.1592    249.6892      1.5058      1.6336      1.0000 
     4.6000    700.0000      0.0000      1.0000      0.0000   2669.3589     22.7257      1.2510      1.2498   1498.8931    231.5929    250.6872      1.5152      1.6401      1.0000 
     4.6000    750.0000      0.0000      1.0000      0.0000   2670.0444     22.7271      1.2514      1.2503   1498.8973    232.8990    251.5999      1.5238      1.6461      1.0000 
     4.6000    800.0000      0.0000      1.0000      0.0000   2670.6679     22.7283      1.2518      1.2507   1498.9010    234.0965    252.4397      1.5316      1.6516      1.0000 
     4.6000    850.0000      0.0000      1.0000      0.0000   2671.2382     22.7294      1.2522      1.2511   1498.9041    235.2006    253.2167      1.5388      1.6567      1.0000 
     4.6000    900.0000      0.0000      1.0000      0.0000   2671.7627     22.7305      1.2525      1.2514   1498.9068    236.2236    253.9391      1.5455      1.6614      1.0000 
     4.6000    950.0000      0.0000      1.0000      0.0000   2672.2472     22.7314      1.2528      1.2518   1498.9092    237.1756    254.6140      1.5517      1.6658      1.0000 
     4.6000   1000.0000      0.0000      1.0000      0.0000   2672.6966     22.7323      1.2531      1.2521   1498.9113    238.0651    255.2469      1.5575      1.6700      1.0000 
     4.7000     50.0000      0.0000      1.0000      0.0000   2658.6752     22.8126      1.2215      1.2175   1504.6720    148.4425    202.0149      0.9675      1.3166      1.0000 
     4.7000    100.0000      0.0000      1.0000      0.0000   2677.3105     22.8478      1.2297      1.2267   1505.2668    179.8616    218.0442      1.1718      1.4205      1.0000 
     4.7000    150.0000      0.0000      1.0000      0.0000   2686.4538     22.8651      1.2341      1.2316   1505.4942    194.1794    226.5663      1.2649      1.4758      1.0000 
     4.7000    200.0000      0.0000      1.0000      0.0000   2692.2117     22.8761      1.2370      1.2347   1505.6160    203.0427    232.1264      1.3225      1.5119      1.0000 
     4.7000    250.0000      0.0000      1.0000      0.0000   2696.2864     22.8838      1.2392      1.2371   1505.6923    209.3020    236.1668      1.3632      1.5382      1.0000 
     4.7000    300.0000      0.0000      1.0000      0.0000   2699.3750     22.8897      1.2408      1.2389   1505.7447    214.0644    239.2986      1.3942      1.5585      1.0000 
     4.7000    350.0000      0.0000      1.0000      0.0000   2701.8254     22.8944      1.2421      1.2403   1505.7829    217.8667    241.8328      1.4189      1.5750      1.0000 
     4.7000    400.0000      0.0000      1.0000      0.0000   2703.8336     22.8983      1.2432      1.2415   1505.8120    221.0065    243.9470      1.4393      1.5887      1.0000 
     4.7000    450.0000      0.0000      1.0000      0.0000   2705.5201     22.9015      1.2442      1.2425   1505.8349    223.6648    245.7518      1.4566      1.6004      1.0000 
     4.7000    500.0000      0.0000      1.0000      0.0000   2706.9637     22.9043      1.2450      1.2434   1505.8534    225.9591    247.3200      1.4715      1.6106      1.0000 
     4.7000    550.0000      0.0000      1.0000      0.0000   2708.2183     22.9067      1.2457      1.2442   1505.8687    227.9697    248.7023      1.4846      1.6196      1.0000 
     4.7000    600.0000      0.0000      1.0000      0.0000   2709.3223     22.9089      1.2463      1.2449   1505.8815    229.7537    249.9350      1.4962      1.6276      1.0000 
     4.7000    650.0000      0.0000      1.0000      0.0000   2710.3041     22.9108      1.2469      1.2455   1505.8923    231.3529    251.0449      1.5066      1.6349      1.0000 
     4.7000    700.0000      0.0000      1.0000      0.0000   2711.1849     22.9125      1.2474      1.2461   1505.9017    232.7991    252.0525      1.5160      1.6414      1.0000 
     4.7000    750.0000      0.0000      1.0000      0.0000   2711.9812     22.9141      1.2479      1.2466   1505.9098    234.1164    252.9737      1.5246      1.6474      1.0000 
     4.7000    800.0000      0.0000      1.0000      0.0000   2712.7058     22.9155      1.2483      1.2470   1505.9169    235.3243    253.8211      1.5325      1.6529      1.0000 
     4.7000    850.0000      0.0000      1.0000      0.0000   2713.3690     22.9168      1.2487      1.2474   1505.9231    236.4378    254.6049      1.5397      1.6580      1.0000 
     4.7000    900.0000      0.0000      1.0000      0.0000   2713.9791     22.9180      1.2491      1.2478   1505.9287    237.4696    255.3333      1.5464      1.6627      1.0000 
     4.7000    950.0000      0.0000      1.0000      0.0000   2714.5429     22.9192      1.2494      1.2482   1505.9336    238.4297    256.0131      1.5527      1.6672      1.0000 
     4.7000   1000.0000      0.0000      1.0000      0.0000   2715.0661     22.9202      1.2497      1.2485   1505.9381    239.3267    256.6500      1.5585      1.6713      1.0000 
     4.8000     50.0000      0.0000      1.0000      0.0000   2692.0427     22.9815      1.2168      1.2123   1510.8283    148.9700    202.8370      0.9670      1.3166      1.0000 
     4.8000    100.0000      0.0000      1.0000      0.0000   2712.8660     23.0210      1.2252      1.2217   1511.6160    180.5997    219.0264      1.1716      1.4209      1.0000 
     4.8000    150.0000      0.0000      1.0000      0.0000   2723.1699     23.0407      1.2298      1.2268   1511.9271    195.0212    227.6268      1.2649      1.4764      1.0000 
     4.8000    200.0000      0.0000      1.0000      0.0000   2729.6911     23.0531      1.2328      1.2302   1512.0974    203.9507    233.2377      1.3227      1.5127      1.0000 
     4.8000    250.0000      0.0000      1.0000      0.0000   2734.3218     23.0620      1.2351      1.2326   1512.2059    210.2578    237.3153      1.3635      1.5390      1.0000 
     4.8000    300.0000      0.0000      1.0000      0.0000   2737.8410     23.0688      1.2368      1.2346   1512.2815    215.0571    240.4761      1.3946      1.5594      1.0000 
     4.8000    350.0000      0.0000      1.0000      0.0000   2740.6388     23.0741      1.2382      1.2361   1512.3374    218.8893    243.0339      1.4194      1.5759      1.0000 
     4.8000    400.0000      0.0000      1.0000      0.0000   2742.9356     23.0786      1.2394      1.2374   1512.3806    222.0541    245.1679      1.4399      1.5897      1.0000 
     4.8000    450.0000      0.0000      1.0000      0.0000   2744.8672     23.0823      1.2404      1.2385   1512.4149    224.7337    246.9896      1.4572      1.6015      1.0000 
     4.8000    500.0000      0.0000      1.0000      0.0000   2746.5225     23.0855      1.2413      1.2394   1512.4429    227.0466    248.5726      1.4722      1.6117      1.0000 
     4.8000    550.0000      0.0000      1.0000      0.0000   2747.9627     23.0883      1.2420      1.2403   1512.4662    229.0737    249.9680      1.4853      1.6208      1.0000 
     4.8000    600.0000      0.0000      1.0000      0.0000   2749.2312     23.0908      1.2427      1.2410   1512.4859    230.8723    251.2122      1.4969      1.6288      1.0000 
     4.8000    650.0000      0.0000      1.0000      0.0000   2750.3601     23.0930      1.2433      1.2417   1512.5028    232.4847    252.3325      1.5074      1.6361      1.0000 
     4.8000    700.0000      0.0000      1.0000      0.0000   2751.3737     23.0949      1.2439      1.2423   1512.5175    233.9428    253.3496      1.5168      1.6426      1.0000 
     4.8000    750.0000      0.0000      1.0000      0.0000   2752.2906     23.0967      1.2444      1.2428   1512.5303    235.2711    254.2793      1.5254      1.6486      1.0000 
     4.8000    800.0000      0.0000      1.0000      0.0000   2753.1254     23.0984      1.2448      1.2433   1512.5417    236.4890    255.1345      1.5333      1.6542      1.0000 
     4.8000    850.0000      0.0000      1.0000      0.0000   2753.8900     23.0999      1.2452      1.2438   1512.5517    237.6119    255.9254      1.5406      1.6593      1.0000 
     4.8000    900.0000      0.0000      1.0000      0.0000   2754.5936     23.1013      1.2456      1.2442   1512.5608    238.6522    256.6601      1.5473      1.6640      1.0000 
     4.8000    950.0000      0.0000      1.0000      0.0000   2755.2442     23.1026      1.2460      1.2446   1512.5689    239.6203    257.3457      1.5536      1.6685      1.0000 
     4.8000   1000.0000      0.0000      1.0000      0.0000   2755.8482     23.1038      1.2463      1.2450   1512.5763    240.5247    257.9877      1.5594      1.6726      1.0000 
     4.9000     50.0000      0.0000      1.0000      0.0000   2723.4559     23.1452      1.2122      1.2071   1516.5482    149.4550    203.6035      0.9664      1.3166      1.0000 
     4.9000    100.0000      0.0000      1.0000      0.0000   2746.5343     23.1893      1.2208      1.2168   1517.5533    181.2899    219.9522      1.1715      1.4214      1.0000 
     4.9000    150.0000      0.0000      1.0000      0.0000   2758.0503     23.2114      1.2255      1.2221   1517.9604    195.8127    228.6296      1.2650      1.4770      1.0000 
     4.9000    200.0000      0.0000      1.0000      0.0000   2765.3748     23.2255      1.2286      1.2256   1518.1870    204.8069    234.2903      1.3229      1.5134      1.0000 
     4.9000    250.0000      0.0000      1.0000      0.0000   2770.5942     23.2355      1.2310      1.2282   1518.3332    211.1605    238.4041      1.3638      1.5398      1.0000 
     4.9000    300.0000      0.0000      1.0000      0.0000   2774.5713     23.2432      1.2328      1.2302   1518.4361    215.9958    241.5932      1.3950      1.5603      1.0000 
     4.9000    350.0000      0.0000      1.0000      0.0000   2777.7397     23.2493      1.2343      1.2319   1518.5129    219.8571    244.1739      1.4199      1.5769      1.0000 
     4.9000    400.0000      0.0000      1.0000      0.0000   2780.3453     23.2543      1.2355      1.2333   1518.5726    223.0462    246.3272      1.4404      1.5907      1.0000 
     4.9000    450.0000      0.0000      1.0000      0.0000   2782.5398     23.2586      1.2366      1.2344   1518.6205    225.7466    248.1654      1.4578      1.6026      1.0000 
     4.9000    500.0000      0.0000      1.0000      0.0000   2784.4228     23.2622      1.2375      1.2354   1518.6598    228.0776    249.7628      1.4728      1.6128      1.0000 
     4.9000    550.0000      0.0000      1.0000      0.0000   2786.0628     23.2654      1.2383      1.2363   1518.6927    230.1205    251.1708      1.4860      1.6219      1.0000 
     4.9000    600.0000      0.0000      1.0000      0.0000   2787.5087     23.2682      1.2391      1.2371   1518.7207    231.9334    252.4263      1.4976      1.6300      1.0000 
     4.9000    650.0000      0.0000      1.0000      0.0000   2788.7967     23.2708      1.2397      1.2378   1518.7448    233.5586    253.5568      1.5081      1.6372      1.0000 
     4.9000    700.0000      0.0000      1.0000      0.0000   2789.9539     23.2730      1.2403      1.2385   1518.7659    235.0284    254.5830      1.5176      1.6438      1.0000 
     4.9000    750.0000      0.0000      1.0000      0.0000   2791.0014     23.2751      1.2408      1.2391   1518.7844    236.3674    255.5212      1.5262      1.6499      1.0000 
     4.9000    800.0000      0.0000      1.0000      0.0000   2791.9559     23.2770      1.2413      1.2396   1518.8008    237.5950    256.3841      1.5341      1.6554      1.0000 
     4.9000    850.0000      0.0000      1.0000      0.0000   2792.8304     23.2787      1.2418      1.2401   1518.8154    238.7269    257.1820      1.5414      1.6606      1.0000 
     4.9000    900.0000      0.0000      1.0000      0.0000   2793.6357     23.2803      1.2422      1.2406   1518.8286    239.7757    257.9232      1.5482      1.6653      1.0000 
     4.9000    950.0000      0.0000      1.0000      0.0000   2794.3807     23.2817      1.2426      1.2410   1518.8406    240.7516    258.6147      1.5545      1.6698      1.0000 
     4.9000   1000.0000      0.0000      1.0000      0.0000   2795.0726     23.2831      1.2429      1.2414   1518.8514    241.6633    259.2622      1.5603      1.6740      1.0000 
     5.0000     50.0000      0.0000      1.0000      0.0000   2752.9590     23.3040      1.2078      1.2021   1521.8524    149.8997    204.3172      0.9659      1.3166      1.0000 
     5.0000    100.0000      0.0000      1.0000      0.0000   2778.3491     23.3527      1.2164      1.2120   1523.0991    181.9347    220.8252      1.1714      1.4218      1.0000 
     5.0000    150.0000      0.0000      1.0000      0.0000   2791.1238     23.3773      1.2213      1.2174   1523.6150    196.5568    229.5784      1.2651      1.4777      1.0000 
     5.0000    200.0000      0.0000      1.0000      0.0000   2799.2895     23.3931      1.2245      1.2211   1523.9059    205.6143    235.2879      1.3232      1.5141      1.0000 
     5.0000    250.0000      0.0000      1.0000      0.0000   2805.1288     23.4044      1.2269      1.2238   1524.0956    212.0135    239.4372      1.3642      1.5406      1.0000 
     5.0000    300.0000      0.0000      1.0000      0.0000   2809.5901     23.4130      1.2288      1.2259   1524.2301    216.8840    242.6539      1.3954      1.5612      1.0000 
     5.0000    350.0000      0.0000      1.0000      0.0000   2813.1519     23.4199      1.2304      1.2276   1524.3312    220.7737    245.2570      1.4203      1.5778      1.0000 
     5.0000    400.0000      0.0000      1.0000      0.0000   2816.0861     23.4256      1.2317      1.2291   1524.4102    223.9865    247.4291      1.4409      1.5917      1.0000 
     5.0000    450.0000      0.0000      1.0000      0.0000   2818.5612     23.4304      1.2328      1.2303   1524.4738    226.7072    249.2833      1.4584      1.6036      1.0000 
     5.0000    500.0000      0.0000      1.0000      0.0000   2820.6876     23.4345      1.2338      1.2314   1524.5264    229.0557    250.8947      1.4734      1.6139      1.0000 
     5.0000    550.0000      0.0000      1.0000      0.0000   2822.5417     23.4382      1.2347      1.2324   1524.5705    231.1142    252.3150      1.4866      1.6230      1.0000 
     5.0000    600.0000      0.0000      1.0000      0.0000   2824.1781     23.4414      1.2354      1.2332   1524.6082    232.9408    253.5815      1.4983      1.6311      1.0000 
     5.0000    650.0000      0.0000      1.0000      0.0000   2825.6369     23.4442      1.2361      1.2340   1524.6409    234.5786    254.7219      1.5088      1.6384      1.0000 
     5.0000    700.0000      0.0000      1.0000      0.0000   2826.9488     23.4468      1.2367      1.2347   1524.6694    236.0596    255.7572      1.5183      1.6450      1.0000 
     5.0000    750.0000      0.0000      1.0000      0.0000   2828.1372     23.4491      1.2373      1.2353   1524.6946    237.4090    256.7036      1.5270      1.6511      1.0000 
     5.0000    800.0000      0.0000      1.0000      0.0000   2829.2206     23.4513      1.2378      1.2359   1524.7170    238.6462    257.5740      1.5349      1.6567      1.0000 
     5.0000    850.0000      0.0000      1.0000      0.0000   2830.2140     23.4532      1.2383      1.2364   1524.7371    239.7869    258.3788      1.5422      1.6618      1.0000 
     5.0000    900.0000      0.0000      1.0000      0.0000   2831.1293     23.4550      1.2388      1.2369   1524.7552    240.8439    259.1264      1.5490      1.6666      1.0000 
     5.0000    950.0000      0.0000      1.0000      0.0000   2831.9764     23.4567      1.2392      1.2374   1524.7716    241.8274    259.8238      1.5553      1.6711      1.0000 
     5.0000   1000.0000      0.0000      1.0000      0.0000   2832.7635     23.4583      1.2396      1.2378   1524.7866    242.7463    260.4768      1.5612      1.6753      1.0000 
     5.1000     50.0000      0.0000      1.0000      0.0000   2780.5928     23.4578      1.2036      1.1972   1526.7587    150.3060    204.9808      0.9654      1.3166      1.0000 
     5.1000    100.0000      0.0000      1.0000      0.0000   2808.3401     23.5113      1.2122      1.2072   1528.2712    182.5365    221.6482      1.1713      1.4223      1.0000 
     5.1000    150.0000      0.0000      1.0000      0.0000   2822.4155     23.5385      1.2171      1.2128   1528.9088    197.2562    230.4764      1.2652      1.4783      1.0000 
     5.1000    200.0000      0.0000      1.0000      0.0000   2831.4574     23.5560      1.2204      1.2165   1529.2726    206.3758    236.2338      1.3234      1.5149      1.0000 
     5.1000    250.0000      0.0000      1.0000      0.0000   2837.9459     23.5686      1.2229      1.2194   1529.5116    212.8197    240.4179      1.3645      1.5415      1.0000 
     5.1000    300.0000      0.0000      1.0000      0.0000   2842.9168     23.5783      1.2249      1.2216   1529.6824    217.7247    243.6617      1.3958      1.5621      1.0000 
     5.1000    350.0000      0.0000      1.0000      0.0000   2846.8940     23.5860      1.2265      1.2234   1529.8113    221.6422    246.2868      1.4208      1.5788      1.0000 
     5.1000    400.0000      0.0000      1.0000      0.0000   2850.1764     23.5924      1.2279      1.2249   1529.9125    224.8781    248.4771      1.4415      1.5927      1.0000 
     5.1000    450.0000      0.0000      1.0000      0.0000   2852.9494     23.5978      1.2290      1.2262   1529.9944    227.6186    250.3471      1.4589      1.6046      1.0000 
     5.1000    500.0000      0.0000      1.0000      0.0000   2855.3349     23.6025      1.2301      1.2274   1530.0622    229.9843    251.9721      1.4740      1.6150      1.0000 
     5.1000    550.0000      0.0000      1.0000      0.0000   2857.4174     23.6066      1.2310      1.2284   1530.1194    232.0579    253.4045      1.4873      1.6241      1.0000 
     5.1000    600.0000      0.0000      1.0000      0.0000   2859.2572     23.6102      1.2318      1.2293   1530.1684    233.8981    254.6818      1.4990      1.6322      1.0000 
     5.1000    650.0000      0.0000      1.0000      0.0000   2860.8989     23.6134      1.2325      1.2301   1530.2109    235.5480    255.8318      1.5096      1.6395      1.0000 
     5.1000    700.0000      0.0000      1.0000      0.0000   2862.3764     23.6163      1.2332      1.2308   1530.2481    237.0401    256.8758      1.5191      1.6462      1.0000 
     5.1000    750.0000      0.0000      1.0000      0.0000   2863.7159     23.6189      1.2338      1.2315   1530.2811    238.3996    257.8302      1.5278      1.6523      1.0000 
     5.1000    800.0000      0.0000      1.0000      0.0000   2864.9379     23.6213      1.2343      1.2321   1530.3105    239.6461    258.7080      1.5357      1.6579      1.0000 
     5.1000    850.0000      0.0000      1.0000      0.0000   2866.0591     23.6235      1.2348      1.2327   1530.3369    240.7954    259.5196      1.5431      1.6630      1.0000 
     5.1000    900.0000      0.0000      1.0000      0.0000   2867.0927     23.6256      1.2353      1.2332   1530.3608    241.8603    260.2735      1.5499      1.6678      1.0000 
     5.1000    950.0000      0.0000      1.0000      0.0000   2868.0499     23.6275      1.2358      1.2337   1530.3825    242.8513    260.9768      1.5562      1.6723      1.0000 
     5.1000   1000.0000      0.0000      1.0000      0.0000   2868.9397     23.6292      1.2362      1.2341   1530.4023    243.7771    261.6353      1.5621      1.6765      1.0000 
     5.2000     50.0000      0.0000      1.0000      0.0000   2806.3966     23.6067      1.1995      1.1924   1531.2818    150.6756    205.5965      0.9650      1.3167      1.0000 
     5.2000    100.0000      0.0000      1.0000      0.0000   2836.5348     23.6651      1.2081      1.2025   1533.0845    183.0974    222.4239      1.1712      1.4228      1.0000 
     5.2000    150.0000      0.0000      1.0000      0.0000   2851.9470     23.6950      1.2130      1.2082   1533.8574    197.9131    231.3265      1.2653      1.4790      1.0000 
     5.2000    200.0000      0.0000      1.0000      0.0000   2861.8968     23.7144      1.2164      1.2120   1534.3027    207.0939    237.1313      1.3237      1.5156      1.0000 
     5.2000    250.0000      0.0000      1.0000      0.0000   2869.0623     23.7283      1.2190      1.2150   1534.5975    213.5817    241.3496      1.3649      1.5423      1.0000 
     5.2000    300.0000      0.0000      1.0000      0.0000   2874.5668     23.7391      1.2210      1.2173   1534.8093    218.5205    244.6199      1.3962      1.5630      1.0000 
     5.2000    350.0000      0.0000      1.0000      0.0000   2878.9806     23.7477      1.2227      1.2191   1534.9699    222.4653    247.2665      1.4213      1.5797      1.0000 
     5.2000    400.0000      0.0000      1.0000      0.0000   2882.6301     23.7548      1.2241      1.2207   1535.0965    225.7240    249.4748      1.4420      1.5937      1.0000 
     5.2000    450.0000      0.0000      1.0000      0.0000   2885.7179     23.7608      1.2253      1.2221   1535.1992    228.4838    251.3601      1.4595      1.6057      1.0000 
     5.2000    500.0000      0.0000      1.0000      0.0000   2888.3780     23.7661      1.2264      1.2233   1535.2846    230.8664    252.9985      1.4747      1.6160      1.0000 
     5.2000    550.0000      0.0000      1.0000      0.0000   2890.7029     23.7706      1.2273      1.2244   1535.3568    232.9548    254.4426      1.4879      1.6252      1.0000 
     5.2000    600.0000      0.0000      1.0000      0.0000   2892.7590     23.7746      1.2281      1.2253   1535.4187    234.8082    255.7304      1.4997      1.6333      1.0000 
     5.2000    650.0000      0.0000      1.0000      0.0000   2894.5956     23.7783      1.2289      1.2262   1535.4726    236.4700    256.8900      1.5103      1.6407      1.0000 
     5.2000    700.0000      0.0000      1.0000      0.0000   2896.2499     23.7815      1.2296      1.2269   1535.5199    237.9729    257.9426      1.5198      1.6474      1.0000 
     5.2000    750.0000      0.0000      1.0000      0.0000   2897.7508     23.7845      1.2302      1.2277   1535.5618    239.3422    258.9048      1.5285      1.6535      1.0000 
     5.2000    800.0000      0.0000      1.0000      0.0000   2899.1211     23.7872      1.2308      1.2283   1535.5993    240.5978    259.7898      1.5365      1.6591      1.0000 
     5.2000    850.0000      0.0000      1.0000      0.0000   2900.3791     23.7897      1.2314      1.2289   1535.6330    241.7555    260.6080      1.5439      1.6643      1.0000 
     5.2000    900.0000      0.0000      1.0000      0.0000   2901.5396     23.7919      1.2319      1.2295   1535.6635    242.8282    261.3681      1.5507      1.6691      1.0000 
     5.2000    950.0000      0.0000      1.0000      0.0000   2902.6149     23.7941      1.2323      1.2300   1535.6913    243.8265    262.0771      1.5570      1.6736      1.0000 
     5.2000   1000.0000      0.0000      1.0000      0.0000   2903.6150     23.7961      1.2328      1.2305   1535.7167    244.7591    262.7409      1.5630      1.6778      1.0000 
     5.3000     50.0000      0.0000      1.0000      0.0000   2830.4103     23.7509      1.1956      1.1877   1535.4340    151.0099    206.1662      0.9645      1.3168      1.0000 
     5.3000    100.0000      0.0000      1.0000      0.0000   2862.9597     23.8142      1.2041      1.1978   1537.5513    183.6190    223.1546      1.1711      1.4233      1.0000 
     5.3000    150.0000      0.0000      1.0000      0.0000   2879.7384     23.8469      1.2090      1.2036   1538.4732    198.5295    232.1312      1.2655      1.4797      1.0000 
     5.3000    200.0000      0.0000      1.0000      0.0000   2890.6241     23.8681      1.2124      1.2076   1539.0095    207.7708    237.9828      1.3239      1.5164      1.0000 
     5.3000    250.0000      0.0000      1.0000      0.0000   2898.4915     23.8835      1.2150      1.2106   1539.3667    214.3019    242.2349      1.3652      1.5432      1.0000 
     5.3000    300.0000      0.0000      1.0000      0.0000   2904.5520     23.8953      1.2171      1.2129   1539.6247    219.2740    245.5313      1.3967      1.5639      1.0000 
     5.3000    350.0000      0.0000      1.0000      0.0000   2909.4226     23.9049      1.2188      1.2149   1539.8211    223.2457    248.1991      1.4218      1.5807      1.0000 
     5.3000    400.0000      0.0000      1.0000      0.0000   2913.4572     23.9128      1.2203      1.2165   1539.9764    226.5267    250.4251      1.4425      1.5947      1.0000 
     5.3000    450.0000      0.0000      1.0000      0.0000   2916.8764     23.9195      1.2215      1.2180   1540.1029    229.3055    252.3254      1.4601      1.6067      1.0000 
     5.3000    500.0000      0.0000      1.0000      0.0000   2919.8261     23.9253      1.2226      1.2192   1540.2082    231.7046    253.9769      1.4753      1.6171      1.0000 
     5.3000    550.0000      0.0000      1.0000      0.0000   2922.4072     23.9304      1.2236      1.2203   1540.2975    233.8075    255.4326      1.4886      1.6263      1.0000 
     5.3000    600.0000      0.0000      1.0000      0.0000   2924.6925     23.9349      1.2245      1.2213   1540.3743    235.6739    256.7307      1.5004      1.6345      1.0000 
