# Engine name: SSI Liquid - IPA
# Sun Oct 29 12:05:59 2017
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.9000    830.0000      0.0000      1.0000      0.0000   2356.3172     21.3765      1.2579      1.2576   1418.2327    216.4307    234.2443      1.5379      1.6584      0.9554 
     2.9000    840.0000      0.0000      1.0000      0.0000   2356.3488     21.3765      1.2580      1.2576   1418.4039    216.6623    234.4201      1.5394      1.6595      0.9555 
     2.9000    850.0000      0.0000      1.0000      0.0000   2356.3800     21.3766      1.2580      1.2576   1418.5730    216.8905    234.5936      1.5408      1.6605      0.9556 
     2.9000    860.0000      0.0000      1.0000      0.0000   2356.4106     21.3767      1.2580      1.2577   1418.7402    217.1154    234.7651      1.5422      1.6616      0.9557 
     2.9000    870.0000      0.0000      1.0000      0.0000   2356.4407     21.3768      1.2581      1.2577   1418.9054    217.3372    234.9345      1.5436      1.6626      0.9558 
     2.9000    880.0000      0.0000      1.0000      0.0000   2356.4704     21.3768      1.2581      1.2577   1419.0688    217.5560    235.1020      1.5449      1.6636      0.9559 
     2.9000    890.0000      0.0000      1.0000      0.0000   2356.4995     21.3769      1.2581      1.2578   1419.2302    217.7718    235.2676      1.5463      1.6646      0.9560 
     2.9000    900.0000      0.0000      1.0000      0.0000   2356.5282     21.3770      1.2581      1.2578   1419.3899    217.9848    235.4314      1.5476      1.6656      0.9561 
     2.9000    910.0000      0.0000      1.0000      0.0000   2356.5564     21.3770      1.2582      1.2578   1419.5479    218.1949    235.5933      1.5489      1.6666      0.9562 
     2.9000    920.0000      0.0000      1.0000      0.0000   2356.5842     21.3771      1.2582      1.2578   1419.7041    218.4023    235.7534      1.5502      1.6676      0.9563 
     2.9000    930.0000      0.0000      1.0000      0.0000   2356.6116     21.3771      1.2582      1.2579   1419.8586    218.6069    235.9118      1.5515      1.6685      0.9564 
     2.9000    940.0000      0.0000      1.0000      0.0000   2356.6385     21.3772      1.2582      1.2579   1420.0114    218.8090    236.0684      1.5527      1.6695      0.9564 
     2.9000    950.0000      0.0000      1.0000      0.0000   2356.6651     21.3773      1.2583      1.2579   1420.1627    219.0085    236.2234      1.5540      1.6704      0.9565 
     2.9000    960.0000      0.0000      1.0000      0.0000   2356.6912     21.3773      1.2583      1.2579   1420.3124    219.2056    236.3768      1.5552      1.6713      0.9566 
     2.9000    970.0000      0.0000      1.0000      0.0000   2356.7169     21.3774      1.2583      1.2580   1420.4605    219.4003    236.5287      1.5564      1.6723      0.9567 
     2.9000    980.0000      0.0000      1.0000      0.0000   2356.7423     21.3775      1.2583      1.2580   1420.6071    219.5927    236.6791      1.5576      1.6732      0.9568 
     2.9000    990.0000      0.0000      1.0000      0.0000   2356.7673     21.3775      1.2584      1.2580   1420.7522    219.7827    236.8279      1.5588      1.6741      0.9569 
     2.9000   1000.0000      0.0000      1.0000      0.0000   2356.7920     21.3776      1.2584      1.2580   1420.8958    219.9705    236.9752      1.5599      1.6750      0.9570 
     2.9000   1010.0000      0.0000      1.0000      0.0000   2356.8163     21.3776      1.2584      1.2581   1421.0380    220.1560    237.1210      1.5611      1.6758      0.9571 
     2.9000   1020.0000      0.0000      1.0000      0.0000   2356.8402     21.3777      1.2584      1.2581   1421.1789    220.3394    237.2654      1.5622      1.6767      0.9571 
     2.9000   1030.0000      0.0000      1.0000      0.0000   2356.8638     21.3777      1.2584      1.2581   1421.3183    220.5207    237.4083      1.5634      1.6776      0.9572 
     2.9000   1040.0000      0.0000      1.0000      0.0000   2356.8871     21.3778      1.2585      1.2581   1421.4564    220.6998    237.5498      1.5645      1.6784      0.9573 
     2.9000   1050.0000      0.0000      1.0000      0.0000   2356.9101     21.3779      1.2585      1.2581   1421.5932    220.8770    237.6900      1.5656      1.6793      0.9574 
     2.9000   1060.0000      0.0000      1.0000      0.0000   2356.9328     21.3779      1.2585      1.2582   1421.7287    221.0521    237.8288      1.5667      1.6801      0.9575 
     2.9000   1070.0000      0.0000      1.0000      0.0000   2356.9552     21.3780      1.2585      1.2582   1421.8629    221.2254    237.9663      1.5677      1.6810      0.9575 
     2.9000   1080.0000      0.0000      1.0000      0.0000   2356.9772     21.3780      1.2586      1.2582   1421.9958    221.3967    238.1025      1.5688      1.6818      0.9576 
     2.9000   1090.0000      0.0000      1.0000      0.0000   2356.9990     21.3781      1.2586      1.2582   1422.1276    221.5661    238.2374      1.5698      1.6826      0.9577 
     2.9000   1100.0000      0.0000      1.0000      0.0000   2357.0205     21.3781      1.2586      1.2582   1422.2581    221.7338    238.3710      1.5709      1.6834      0.9578 
     2.9000   1110.0000      0.0000      1.0000      0.0000   2357.0417     21.3782      1.2586      1.2583   1422.3875    221.8996    238.5035      1.5719      1.6842      0.9579 
     2.9000   1120.0000      0.0000      1.0000      0.0000   2357.0627     21.3782      1.2586      1.2583   1422.5157    222.0637    238.6347      1.5729      1.6850      0.9579 
     2.9000   1130.0000      0.0000      1.0000      0.0000   2357.0834     21.3783      1.2587      1.2583   1422.6427    222.2261    238.7647      1.5739      1.6858      0.9580 
     2.9000   1140.0000      0.0000      1.0000      0.0000   2357.1038     21.3783      1.2587      1.2583   1422.7687    222.3869    238.8936      1.5749      1.6866      0.9581 
     2.9000   1150.0000      0.0000      1.0000      0.0000   2357.1240     21.3784      1.2587      1.2583   1422.8935    222.5460    239.0213      1.5759      1.6873      0.9582 
     2.9000   1160.0000      0.0000      1.0000      0.0000   2357.1439     21.3784      1.2587      1.2584   1423.0173    222.7034    239.1479      1.5769      1.6881      0.9582 
     2.9000   1170.0000      0.0000      1.0000      0.0000   2357.1636     21.3785      1.2587      1.2584   1423.1400    222.8593    239.2734      1.5778      1.6889      0.9583 
     2.9000   1180.0000      0.0000      1.0000      0.0000   2357.1831     21.3785      1.2587      1.2584   1423.2616    223.0137    239.3978      1.5788      1.6896      0.9584 
     2.9000   1190.0000      0.0000      1.0000      0.0000   2357.2023     21.3786      1.2588      1.2584   1423.3823    223.1669    239.5214      1.5797      1.6904      0.9584 
     2.9000   1200.0000      0.0000      1.0000      0.0000   2357.2213     21.3786      1.2588      1.2584   1423.5019    223.3188    239.6442      1.5807      1.6911      0.9585 
     2.9000   1210.0000      0.0000      1.0000      0.0000   2357.2401     21.3787      1.2588      1.2585   1423.6205    223.4692    239.7660      1.5816      1.6918      0.9586 
     2.9000   1220.0000      0.0000      1.0000      0.0000   2357.2586     21.3787      1.2588      1.2585   1423.7382    223.6182    239.8868      1.5825      1.6926      0.9587 
     2.9000   1230.0000      0.0000      1.0000      0.0000   2357.2770     21.3788      1.2588      1.2585   1423.8548    223.7659    240.0065      1.5834      1.6933      0.9587 
     2.9000   1240.0000      0.0000      1.0000      0.0000   2357.2951     21.3788      1.2588      1.2585   1423.9706    223.9121    240.1252      1.5843      1.6940      0.9588 
     2.9000   1250.0000      0.0000      1.0000      0.0000   2357.3130     21.3789      1.2589      1.2585   1424.0854    224.0570    240.2430      1.5852      1.6947      0.9589 
     2.9000   1260.0000      0.0000      1.0000      0.0000   2357.3307     21.3789      1.2589      1.2585   1424.1993    224.2005    240.3598      1.5861      1.6954      0.9589 
     2.9000   1270.0000      0.0000      1.0000      0.0000   2357.3483     21.3790      1.2589      1.2586   1424.3123    224.3427    240.4757      1.5870      1.6961      0.9590 
     2.9000   1280.0000      0.0000      1.0000      0.0000   2357.3656     21.3790      1.2589      1.2586   1424.4244    224.4837    240.5906      1.5878      1.6968      0.9591 
     2.9000   1290.0000      0.0000      1.0000      0.0000   2357.3827     21.3791      1.2589      1.2586   1424.5357    224.6234    240.7046      1.5887      1.6975      0.9591 
     2.9000   1300.0000      0.0000      1.0000      0.0000   2357.3997     21.3791      1.2589      1.2586   1424.6461    224.7619    240.8177      1.5896      1.6982      0.9592 
     2.9000   1310.0000      0.0000      1.0000      0.0000   2357.4165     21.3791      1.2590      1.2586   1424.7556    224.8991    240.9299      1.5904      1.6988      0.9593 
     2.9000   1320.0000      0.0000      1.0000      0.0000   2357.4331     21.3792      1.2590      1.2586   1424.8643    225.0351    241.0413      1.5912      1.6995      0.9593 
     2.9000   1330.0000      0.0000      1.0000      0.0000   2357.4495     21.3792      1.2590      1.2586   1424.9722    225.1700    241.1517      1.5921      1.7002      0.9594 
     2.9000   1340.0000      0.0000      1.0000      0.0000   2357.4657     21.3793      1.2590      1.2587   1425.0793    225.3037    241.2613      1.5929      1.7008      0.9595 
     2.9000   1350.0000      0.0000      1.0000      0.0000   2357.4818     21.3793      1.2590      1.2587   1425.1856    225.4363    241.3701      1.5937      1.7015      0.9595 
     2.9000   1360.0000      0.0000      1.0000      0.0000   2357.4977     21.3794      1.2590      1.2587   1425.2911    225.5677    241.4780      1.5945      1.7021      0.9596 
     2.9000   1370.0000      0.0000      1.0000      0.0000   2357.5135     21.3794      1.2591      1.2587   1425.3958    225.6988    241.5859      1.5953      1.7028      0.9597 
     2.9000   1380.0000      0.0000      1.0000      0.0000   2357.5291     21.3795      1.2591      1.2587   1425.4998    225.8305    241.6946      1.5961      1.7034      0.9597 
     2.9000   1390.0000      0.0000      1.0000      0.0000   2357.5445     21.3795      1.2591      1.2587   1425.6030    225.9612    241.8026      1.5969      1.7040      0.9598 
     2.9000   1400.0000      0.0000      1.0000      0.0000   2357.5598     21.3795      1.2591      1.2587   1425.7055    226.0907    241.9097      1.5977      1.7047      0.9599 
     2.9000   1410.0000      0.0000      1.0000      0.0000   2357.5749     21.3796      1.2591      1.2588   1425.8072    226.2193    242.0161      1.5984      1.7053      0.9600 
     2.9000   1420.0000      0.0000      1.0000      0.0000   2357.5899     21.3796      1.2591      1.2588   1425.9082    226.3468    242.1218      1.5992      1.7059      0.9600 
     2.9000   1430.0000      0.0000      1.0000      0.0000   2357.6047     21.3797      1.2591      1.2588   1426.0086    226.4734    242.2267      1.6000      1.7065      0.9601 
     2.9000   1440.0000      0.0000      1.0000      0.0000   2357.6194     21.3797      1.2591      1.2588   1426.1082    226.5990    242.3308      1.6007      1.7071      0.9602 
     2.9000   1450.0000      0.0000      1.0000      0.0000   2357.6340     21.3797      1.2592      1.2588   1426.2071    226.7237    242.4343      1.6015      1.7077      0.9602 
     2.9000   1460.0000      0.0000      1.0000      0.0000   2357.6484     21.3798      1.2592      1.2588   1426.3054    226.8474    242.5371      1.6022      1.7083      0.9603 
     2.9000   1470.0000      0.0000      1.0000      0.0000   2357.6626     21.3798      1.2592      1.2588   1426.4030    226.9702    242.6392      1.6030      1.7089      0.9604 
     2.9000   1480.0000      0.0000      1.0000      0.0000   2357.6768     21.3799      1.2592      1.2589   1426.4999    227.0921    242.7405      1.6037      1.7095      0.9604 
     2.9000   1490.0000      0.0000      1.0000      0.0000   2357.6908     21.3799      1.2592      1.2589   1426.5961    227.2131    242.8412      1.6044      1.7101      0.9605 
     2.9000   1500.0000      0.0000      1.0000      0.0000   2357.7046     21.3799      1.2592      1.2589   1426.6918    227.3332    242.9413      1.6051      1.7107      0.9606 
     3.0000    110.0000      0.0000      1.0000      0.0000   2409.1619     21.6289      1.2444      1.2434   1401.3383    165.3398    200.9146      1.1961      1.4347      0.9394 
     3.0000    120.0000      0.0000      1.0000      0.0000   2409.8981     21.6303      1.2450      1.2440   1402.5932    168.4182    202.7482      1.2165      1.4468      0.9401 
     3.0000    130.0000      0.0000      1.0000      0.0000   2410.5521     21.6315      1.2455      1.2446   1403.7474    171.1590    204.4068      1.2347      1.4577      0.9407 
     3.0000    140.0000      0.0000      1.0000      0.0000   2411.1380     21.6326      1.2460      1.2451   1404.8159    173.6236    205.9187      1.2510      1.4676      0.9412 
     3.0000    150.0000      0.0000      1.0000      0.0000   2411.6672     21.6336      1.2464      1.2455   1405.8106    175.8615    207.3092      1.2658      1.4767      0.9418 
     3.0000    160.0000      0.0000      1.0000      0.0000   2412.1483     21.6345      1.2468      1.2459   1406.7410    177.9080    208.5950      1.2792      1.4851      0.9423 
     3.0000    170.0000      0.0000      1.0000      0.0000   2412.5882     21.6353      1.2471      1.2463   1407.6149    179.7882    209.7871      1.2916      1.4928      0.9427 
     3.0000    180.0000      0.0000      1.0000      0.0000   2412.9926     21.6360      1.2474      1.2466   1408.4388    181.5249    210.8973      1.3030      1.5000      0.9432 
     3.0000    190.0000      0.0000      1.0000      0.0000   2413.3660     21.6367      1.2477      1.2470   1409.2181    183.1375    211.9360      1.3136      1.5068      0.9436 
     3.0000    200.0000      0.0000      1.0000      0.0000   2413.7123     21.6374      1.2480      1.2473   1409.9575    184.6422    212.9123      1.3234      1.5130      0.9440 
     3.0000    210.0000      0.0000      1.0000      0.0000   2414.0346     21.6380      1.2483      1.2475   1410.6607    186.0498    213.8312      1.3326      1.5190      0.9444 
     3.0000    220.0000      0.0000      1.0000      0.0000   2414.3355     21.6386      1.2485      1.2478   1411.3312    187.3707    214.6983      1.3412      1.5245      0.9448 
     3.0000    230.0000      0.0000      1.0000      0.0000   2414.6175     21.6391      1.2488      1.2480   1411.9718    188.6146    215.5191      1.3493      1.5298      0.9451 
     3.0000    240.0000      0.0000      1.0000      0.0000   2414.8823     21.6396      1.2490      1.2483   1412.5852    189.7899    216.2986      1.3569      1.5348      0.9455 
     3.0000    250.0000      0.0000      1.0000      0.0000   2415.1317     21.6401      1.2492      1.2485   1413.1735    190.9022    217.0396      1.3641      1.5395      0.9458 
     3.0000    260.0000      0.0000      1.0000      0.0000   2415.3671     21.6405      1.2494      1.2487   1413.7388    191.9576    217.7457      1.3710      1.5440      0.9461 
     3.0000    270.0000      0.0000      1.0000      0.0000   2415.5899     21.6409      1.2496      1.2489   1414.2827    192.9612    218.4198      1.3775      1.5483      0.9464 
     3.0000    280.0000      0.0000      1.0000      0.0000   2415.8010     21.6413      1.2497      1.2491   1414.8068    193.9174    219.0644      1.3837      1.5524      0.9467 
     3.0000    290.0000      0.0000      1.0000      0.0000   2416.0016     21.6417      1.2499      1.2492   1415.3125    194.8306    219.6824      1.3896      1.5563      0.9470 
     3.0000    300.0000      0.0000      1.0000      0.0000   2416.1924     21.6421      1.2501      1.2494   1415.8011    195.7036    220.2751      1.3952      1.5600      0.9473 
     3.0000    310.0000      0.0000      1.0000      0.0000   2416.3743     21.6424      1.2502      1.2496   1416.2737    196.5395    220.8443      1.4006      1.5636      0.9475 
     3.0000    320.0000      0.0000      1.0000      0.0000   2416.5479     21.6427      1.2504      1.2497   1416.7312    197.3416    221.3924      1.4057      1.5671      0.9478 
     3.0000    330.0000      0.0000      1.0000      0.0000   2416.7138     21.6431      1.2505      1.2499   1417.1747    198.1121    221.9205      1.4107      1.5704      0.9480 
     3.0000    340.0000      0.0000      1.0000      0.0000   2416.8726     21.6434      1.2506      1.2500   1417.6049    198.8533    222.4299      1.4154      1.5736      0.9483 
     3.0000    350.0000      0.0000      1.0000      0.0000   2417.0248     21.6437      1.2507      1.2501   1418.0227    199.5669    222.9217      1.4200      1.5767      0.9485 
     3.0000    360.0000      0.0000      1.0000      0.0000   2417.1708     21.6439      1.2509      1.2503   1418.4287    200.2545    223.3967      1.4244      1.5796      0.9488 
     3.0000    370.0000      0.0000      1.0000      0.0000   2417.3111     21.6442      1.2510      1.2504   1418.8236    200.9178    223.8559      1.4286      1.5825      0.9490 
     3.0000    380.0000      0.0000      1.0000      0.0000   2417.4460     21.6445      1.2511      1.2505   1419.2079    201.5584    224.3004      1.4327      1.5853      0.9492 
     3.0000    390.0000      0.0000      1.0000      0.0000   2417.5759     21.6447      1.2512      1.2506   1419.5823    202.1780    224.7314      1.4367      1.5880      0.9494 
     3.0000    400.0000      0.0000      1.0000      0.0000   2417.7011     21.6450      1.2513      1.2507   1419.9472    202.7777    225.1494      1.4405      1.5906      0.9496 
     3.0000    410.0000      0.0000      1.0000      0.0000   2417.8218     21.6452      1.2514      1.2508   1420.3031    203.3585    225.5552      1.4442      1.5931      0.9498 
     3.0000    420.0000      0.0000      1.0000      0.0000   2417.9383     21.6454      1.2515      1.2509   1420.6504    203.9214    225.9492      1.4478      1.5955      0.9500 
     3.0000    430.0000      0.0000      1.0000      0.0000   2418.0508     21.6456      1.2516      1.2510   1420.9895    204.4673    226.3320      1.4512      1.5979      0.9502 
     3.0000    440.0000      0.0000      1.0000      0.0000   2418.1597     21.6459      1.2517      1.2511   1421.3208    204.9971    226.7041      1.4546      1.6002      0.9504 
     3.0000    450.0000      0.0000      1.0000      0.0000   2418.2650     21.6461      1.2518      1.2512   1421.6447    205.5116    227.0662      1.4579      1.6025      0.9506 
     3.0000    460.0000      0.0000      1.0000      0.0000   2418.3670     21.6463      1.2519      1.2513   1421.9615    206.0119    227.4189      1.4610      1.6046      0.9508 
     3.0000    470.0000      0.0000      1.0000      0.0000   2418.4658     21.6465      1.2520      1.2514   1422.2715    206.4984    227.7625      1.4641      1.6068      0.9510 
     3.0000    480.0000      0.0000      1.0000      0.0000   2418.5616     21.6466      1.2520      1.2515   1422.5749    206.9720    228.0974      1.4671      1.6088      0.9511 
     3.0000    490.0000      0.0000      1.0000      0.0000   2418.6546     21.6468      1.2521      1.2516   1422.8721    207.4330    228.4240      1.4700      1.6108      0.9513 
     3.0000    500.0000      0.0000      1.0000      0.0000   2418.7448     21.6470      1.2522      1.2517   1423.1633    207.8823    228.7428      1.4729      1.6128      0.9515 
     3.0000    510.0000      0.0000      1.0000      0.0000   2418.8325     21.6472      1.2523      1.2517   1423.4487    208.3203    229.0541      1.4756      1.6147      0.9516 
     3.0000    520.0000      0.0000      1.0000      0.0000   2418.9177     21.6473      1.2523      1.2518   1423.7286    208.7481    229.3587      1.4783      1.6166      0.9518 
     3.0000    530.0000      0.0000      1.0000      0.0000   2419.0006     21.6475      1.2524      1.2519   1424.0032    209.1656    229.6564      1.4810      1.6184      0.9520 
     3.0000    540.0000      0.0000      1.0000      0.0000   2419.0813     21.6477      1.2525      1.2520   1424.2726    209.5732    229.9475      1.4835      1.6202      0.9521 
     3.0000    550.0000      0.0000      1.0000      0.0000   2419.1598     21.6478      1.2525      1.2520   1424.5371    209.9714    230.2322      1.4860      1.6219      0.9523 
     3.0000    560.0000      0.0000      1.0000      0.0000   2419.2363     21.6480      1.2526      1.2521   1424.7968    210.3604    230.5109      1.4885      1.6236      0.9524 
     3.0000    570.0000      0.0000      1.0000      0.0000   2419.3108     21.6481      1.2527      1.2522   1425.0519    210.7408    230.7836      1.4909      1.6253      0.9526 
     3.0000    580.0000      0.0000      1.0000      0.0000   2419.3834     21.6483      1.2527      1.2522   1425.3026    211.1128    231.0508      1.4932      1.6269      0.9527 
     3.0000    590.0000      0.0000      1.0000      0.0000   2419.4543     21.6484      1.2528      1.2523   1425.5490    211.4769    231.3126      1.4955      1.6285      0.9529 
     3.0000    600.0000      0.0000      1.0000      0.0000   2419.5234     21.6486      1.2529      1.2524   1425.7912    211.8331    231.5691      1.4977      1.6301      0.9530 
     3.0000    610.0000      0.0000      1.0000      0.0000   2419.5909     21.6487      1.2529      1.2524   1426.0295    212.1820    231.8207      1.4999      1.6316      0.9532 
     3.0000    620.0000      0.0000      1.0000      0.0000   2419.6568     21.6488      1.2530      1.2525   1426.2639    212.5238    232.0674      1.5020      1.6331      0.9533 
     3.0000    630.0000      0.0000      1.0000      0.0000   2419.7212     21.6490      1.2530      1.2525   1426.4945    212.8587    232.3095      1.5041      1.6346      0.9534 
     3.0000    640.0000      0.0000      1.0000      0.0000   2419.7841     21.6491      1.2531      1.2526   1426.7215    213.1869    232.5471      1.5062      1.6361      0.9536 
     3.0000    650.0000      0.0000      1.0000      0.0000   2419.8456     21.6492      1.2531      1.2526   1426.9450    213.5087    232.7803      1.5082      1.6375      0.9537 
     3.0000    660.0000      0.0000      1.0000      0.0000   2419.9058     21.6493      1.2532      1.2527   1427.1651    213.8243    233.0093      1.5102      1.6389      0.9538 
     3.0000    670.0000      0.0000      1.0000      0.0000   2419.9646     21.6495      1.2532      1.2527   1427.3818    214.1342    233.2345      1.5121      1.6402      0.9540 
     3.0000    680.0000      0.0000      1.0000      0.0000   2420.0222     21.6496      1.2533      1.2528   1427.5954    214.4384    233.4559      1.5140      1.6416      0.9541 
     3.0000    690.0000      0.0000      1.0000      0.0000   2420.0786     21.6497      1.2533      1.2529   1427.8058    214.7370    233.6735      1.5159      1.6429      0.9542 
     3.0000    700.0000      0.0000      1.0000      0.0000   2420.1338     21.6498      1.2534      1.2529   1428.0132    215.0303    233.8875      1.5177      1.6442      0.9543 
     3.0000    710.0000      0.0000      1.0000      0.0000   2420.1879     21.6499      1.2534      1.2529   1428.2177    215.3183    234.0980      1.5195      1.6455      0.9544 
     3.0000    720.0000      0.0000      1.0000      0.0000   2420.2409     21.6500      1.2535      1.2530   1428.4193    215.6013    234.3050      1.5212      1.6467      0.9546 
     3.0000    730.0000      0.0000      1.0000      0.0000   2420.2928     21.6501      1.2535      1.2530   1428.6182    215.8794    234.5088      1.5230      1.6479      0.9547 
     3.0000    740.0000      0.0000      1.0000      0.0000   2420.3437     21.6502      1.2536      1.2531   1428.8143    216.1529    234.7095      1.5247      1.6492      0.9548 
     3.0000    750.0000      0.0000      1.0000      0.0000   2420.3936     21.6503      1.2536      1.2531   1429.0078    216.4220    234.9072      1.5263      1.6503      0.9549 
     3.0000    760.0000      0.0000      1.0000      0.0000   2420.4426     21.6504      1.2536      1.2532   1429.1987    216.6866    235.1019      1.5280      1.6515      0.9550 
     3.0000    770.0000      0.0000      1.0000      0.0000   2420.4906     21.6505      1.2537      1.2532   1429.3872    216.9468    235.2936      1.5296      1.6527      0.9551 
     3.0000    780.0000      0.0000      1.0000      0.0000   2420.5378     21.6506      1.2537      1.2533   1429.5732    217.2030    235.4827      1.5312      1.6538      0.9552 
     3.0000    790.0000      0.0000      1.0000      0.0000   2420.5841     21.6507      1.2538      1.2533   1429.7568    217.4551    235.6690      1.5327      1.6549      0.9554 
     3.0000    800.0000      0.0000      1.0000      0.0000   2420.6295     21.6508      1.2538      1.2533   1429.9382    217.7033    235.8527      1.5343      1.6560      0.9555 
     3.0000    810.0000      0.0000      1.0000      0.0000   2420.6741     21.6509      1.2538      1.2534   1430.1172    217.9476    236.0337      1.5358      1.6571      0.9556 
     3.0000    820.0000      0.0000      1.0000      0.0000   2420.7180     21.6510      1.2539      1.2534   1430.2941    218.1882    236.2123      1.5373      1.6582      0.9557 
     3.0000    830.0000      0.0000      1.0000      0.0000   2420.7611     21.6511      1.2539      1.2535   1430.4689    218.4252    236.3885      1.5387      1.6593      0.9558 
     3.0000    840.0000      0.0000      1.0000      0.0000   2420.8034     21.6512      1.2539      1.2535   1430.6415    218.6586    236.5623      1.5402      1.6603      0.9559 
     3.0000    850.0000      0.0000      1.0000      0.0000   2420.8450     21.6513      1.2540      1.2535   1430.8121    218.8887    236.7338      1.5416      1.6613      0.9560 
     3.0000    860.0000      0.0000      1.0000      0.0000   2420.8859     21.6514      1.2540      1.2536   1430.9807    219.1154    236.9030      1.5430      1.6623      0.9561 
     3.0000    870.0000      0.0000      1.0000      0.0000   2420.9261     21.6515      1.2540      1.2536   1431.1474    219.3388    237.0701      1.5444      1.6634      0.9562 
     3.0000    880.0000      0.0000      1.0000      0.0000   2420.9657     21.6516      1.2541      1.2536   1431.3122    219.5592    237.2352      1.5458      1.6643      0.9563 
     3.0000    890.0000      0.0000      1.0000      0.0000   2421.0046     21.6516      1.2541      1.2537   1431.4751    219.7765    237.3983      1.5471      1.6653      0.9564 
     3.0000    900.0000      0.0000      1.0000      0.0000   2421.0429     21.6517      1.2541      1.2537   1431.6361    219.9909    237.5595      1.5484      1.6663      0.9565 
     3.0000    910.0000      0.0000      1.0000      0.0000   2421.0806     21.6518      1.2542      1.2537   1431.7954    220.2024    237.7188      1.5497      1.6672      0.9566 
     3.0000    920.0000      0.0000      1.0000      0.0000   2421.1177     21.6519      1.2542      1.2538   1431.9530    220.4111    237.8762      1.5510      1.6682      0.9566 
     3.0000    930.0000      0.0000      1.0000      0.0000   2421.1542     21.6520      1.2542      1.2538   1432.1088    220.6170    238.0317      1.5523      1.6691      0.9567 
     3.0000    940.0000      0.0000      1.0000      0.0000   2421.1901     21.6520      1.2543      1.2538   1432.2630    220.8202    238.1855      1.5535      1.6700      0.9568 
     3.0000    950.0000      0.0000      1.0000      0.0000   2421.2255     21.6521      1.2543      1.2539   1432.4156    221.0207    238.3375      1.5548      1.6709      0.9569 
     3.0000    960.0000      0.0000      1.0000      0.0000   2421.2604     21.6522      1.2543      1.2539   1432.5666    221.2188    238.4879      1.5560      1.6718      0.9570 
     3.0000    970.0000      0.0000      1.0000      0.0000   2421.2947     21.6523      1.2544      1.2539   1432.7160    221.4145    238.6368      1.5572      1.6727      0.9571 
     3.0000    980.0000      0.0000      1.0000      0.0000   2421.3286     21.6523      1.2544      1.2540   1432.8638    221.6077    238.7841      1.5584      1.6736      0.9572 
     3.0000    990.0000      0.0000      1.0000      0.0000   2421.3619     21.6524      1.2544      1.2540   1433.0102    221.7986    238.9298      1.5595      1.6745      0.9573 
     3.0000   1000.0000      0.0000      1.0000      0.0000   2421.3948     21.6525      1.2544      1.2540   1433.1408    221.9871    239.0740      1.5607      1.6754      0.9574 
     3.0000   1010.0000      0.0000      1.0000      0.0000   2421.4272     21.6526      1.2545      1.2540   1433.2843    222.1734    239.2167      1.5619      1.6762      0.9574 
     3.0000   1020.0000      0.0000      1.0000      0.0000   2421.4591     21.6526      1.2545      1.2541   1433.4264    222.3574    239.3579      1.5630      1.6770      0.9575 
     3.0000   1030.0000      0.0000      1.0000      0.0000   2421.4906     21.6527      1.2545      1.2541   1433.5671    222.5393    239.4977      1.5641      1.6779      0.9576 
     3.0000   1040.0000      0.0000      1.0000      0.0000   2421.5217     21.6528      1.2546      1.2541   1433.7065    222.7190    239.6360      1.5652      1.6787      0.9577 
     3.0000   1050.0000      0.0000      1.0000      0.0000   2421.5523     21.6528      1.2546      1.2542   1433.8445    222.8966    239.7730      1.5663      1.6795      0.9578 
     3.0000   1060.0000      0.0000      1.0000      0.0000   2421.5825     21.6529      1.2546      1.2542   1433.9812    223.0722    239.9087      1.5674      1.6803      0.9579 
     3.0000   1070.0000      0.0000      1.0000      0.0000   2421.6123     21.6530      1.2546      1.2542   1434.1166    223.2458    240.0430      1.5684      1.6811      0.9579 
     3.0000   1080.0000      0.0000      1.0000      0.0000   2421.6417     21.6530      1.2547      1.2542   1434.2508    223.4174    240.1761      1.5695      1.6819      0.9580 
     3.0000   1090.0000      0.0000      1.0000      0.0000   2421.6707     21.6531      1.2547      1.2543   1434.3837    223.5872    240.3079      1.5705      1.6827      0.9581 
     3.0000   1100.0000      0.0000      1.0000      0.0000   2421.6993     21.6532      1.2547      1.2543   1434.5154    223.7551    240.4385      1.5716      1.6835      0.9582 
     3.0000   1110.0000      0.0000      1.0000      0.0000   2421.7276     21.6532      1.2547      1.2543   1434.6460    223.9211    240.5678      1.5726      1.6843      0.9583 
     3.0000   1120.0000      0.0000      1.0000      0.0000   2421.7555     21.6533      1.2548      1.2543   1434.7753    224.0854    240.6960      1.5736      1.6850      0.9583 
     3.0000   1130.0000      0.0000      1.0000      0.0000   2421.7830     21.6534      1.2548      1.2544   1434.9035    224.2479    240.8230      1.5746      1.6858      0.9584 
     3.0000   1140.0000      0.0000      1.0000      0.0000   2421.8102     21.6534      1.2548      1.2544   1435.0306    224.4087    240.9488      1.5756      1.6865      0.9585 
     3.0000   1150.0000      0.0000      1.0000      0.0000   2421.8371     21.6535      1.2548      1.2544   1435.1565    224.5678    241.0736      1.5765      1.6873      0.9586 
