# Engine name: SSI Liquid - Kerosene
# Fri Jan 5 21:27:23 2018
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     3.6000    350.0000      0.0000      0.8660      0.0000   2071.6587     19.7710      1.2897      1.2894   1401.0494    205.0398    226.0851      1.4352      1.5825      1.0000 
     3.6000    400.0000      0.0000      0.8660      0.0000   2071.7937     19.7714      1.2898      1.2896   1401.0456    207.8631    228.3421      1.4549      1.5983      1.0000 
     3.6000    450.0000      0.0000      0.8660      0.0000   2071.9093     19.7719      1.2900      1.2898   1401.0434    210.3057    230.3174      1.4720      1.6121      1.0000 
     3.6000    500.0000      0.0000      0.8660      0.0000   2072.0108     19.7723      1.2901      1.2899   1401.0423    212.4546    232.0654      1.4871      1.6244      1.0000 
     3.6000    550.0000      0.0000      0.8660      0.0000   2072.1015     19.7727      1.2903      1.2900   1401.0423    214.3703    233.6313      1.5005      1.6353      1.0000 
     3.6000    600.0000      0.0000      0.8660      0.0000   2072.1841     19.7730      1.2904      1.2901   1401.0294    216.0967    235.0484      1.5126      1.6452      1.0000 
     3.6000    650.0000      0.0000      0.8660      0.0000   2072.2601     19.7734      1.2904      1.2901   1401.0313    217.6665    236.3414      1.5236      1.6543      1.0000 
     3.6000    700.0000      0.0000      0.8660      0.0000   2072.3310     19.7738      1.2905      1.2902   1401.0339    219.1046    237.5296      1.5336      1.6626      1.0000 
     3.6000    750.0000      0.0000      0.8660      0.0000   2072.3978     19.7742      1.2906      1.2902   1401.0371    220.4305    238.6281      1.5429      1.6703      1.0000 
     3.6000    800.0000      0.0000      0.8660      0.0000   2072.4613     19.7746      1.2907      1.2903   1401.0410    221.6599    239.6492      1.5515      1.6774      1.0000 
     3.6000    850.0000      0.0000      0.8660      0.0000   2072.5220     19.7749      1.2907      1.2903   1401.0454    222.8052    240.6025      1.5595      1.6841      1.0000 
     3.6000    900.0000      0.0000      0.8660      0.0000   2072.5805     19.7753      1.2908      1.2904   1401.0504    223.8768    241.4962      1.5670      1.6904      1.0000 
     3.6000    950.0000      0.0000      0.8660      0.0000   2072.6372     19.7757      1.2908      1.2904   1401.0560    224.8832    242.3370      1.5741      1.6962      1.0000 
     3.6000   1000.0000      0.0000      0.8660      0.0000   2072.6925     19.7761      1.2909      1.2904   1401.0620    225.8316    243.1306      1.5807      1.7018      1.0000 
     3.7000     50.0000      0.0000      0.8660      0.0000   2127.1469     19.9958      1.2798      1.2795   1414.5181    147.2378    193.0720      1.0208      1.3385      1.0000 
     3.7000    100.0000      0.0000      0.8660      0.0000   2129.0923     19.9992      1.2824      1.2822   1414.4317    174.1298    207.0856      1.2073      1.4358      1.0000 
     3.7000    150.0000      0.0000      0.8660      0.0000   2129.9743     20.0008      1.2836      1.2834   1414.3922    186.4433    214.4168      1.2927      1.4867      1.0000 
     3.7000    200.0000      0.0000      0.8660      0.0000   2130.5087     20.0018      1.2844      1.2841   1414.3684    194.0737    219.2005      1.3456      1.5198      1.0000 
     3.7000    250.0000      0.0000      0.8660      0.0000   2130.8789     20.0026      1.2849      1.2846   1414.3522    199.4747    222.7357      1.3831      1.5444      1.0000 
     3.7000    300.0000      0.0000      0.8660      0.0000   2131.1563     20.0033      1.2852      1.2850   1414.3404    203.6098    225.5807      1.4118      1.5641      1.0000 
     3.7000    350.0000      0.0000      0.8660      0.0000   2131.3754     20.0038      1.2855      1.2853   1414.3314    206.9468    227.9855      1.4349      1.5808      1.0000 
     3.7000    400.0000      0.0000      0.8660      0.0000   2131.5550     20.0043      1.2858      1.2855   1414.3245    209.7394    230.0678      1.4543      1.5952      1.0000 
     3.7000    450.0000      0.0000      0.8660      0.0000   2131.7065     20.0047      1.2860      1.2857   1414.3190    212.1376    231.9161      1.4709      1.6081      1.0000 
     3.7000    500.0000      0.0000      0.8660      0.0000   2131.8371     20.0051      1.2861      1.2859   1414.3147    214.2437    233.6335      1.4855      1.6200      1.0000 
     3.7000    550.0000      0.0000      0.8660      0.0000   2131.9519     20.0055      1.2863      1.2860   1414.3113    216.1218    235.1723      1.4986      1.6307      1.0000 
     3.7000    600.0000      0.0000      0.8660      0.0000   2132.0542     20.0059      1.2864      1.2861   1414.3087    217.8148    236.5649      1.5103      1.6403      1.0000 
     3.7000    650.0000      0.0000      0.8660      0.0000   2132.1466     20.0063      1.2865      1.2862   1414.3067    219.3546    237.8358      1.5210      1.6491      1.0000 
     3.7000    700.0000      0.0000      0.8660      0.0000   2132.2310     20.0066      1.2866      1.2863   1414.2914    220.7655    239.0039      1.5308      1.6572      1.0000 
     3.7000    750.0000      0.0000      0.8660      0.0000   2132.3087     20.0069      1.2867      1.2864   1414.2908    222.0667    240.0840      1.5398      1.6647      1.0000 
     3.7000    800.0000      0.0000      0.8660      0.0000   2132.3809     20.0073      1.2868      1.2865   1414.2905    223.2733    241.0879      1.5482      1.6717      1.0000 
     3.7000    850.0000      0.0000      0.8660      0.0000   2132.4485     20.0076      1.2869      1.2865   1414.2907    224.3976    242.0254      1.5560      1.6782      1.0000 
     3.7000    900.0000      0.0000      0.8660      0.0000   2132.5123     20.0079      1.2870      1.2866   1414.2912    225.4497    242.9043      1.5633      1.6843      1.0000 
     3.7000    950.0000      0.0000      0.8660      0.0000   2132.5726     20.0082      1.2870      1.2866   1414.2921    226.4380    243.7313      1.5701      1.6900      1.0000 
     3.7000   1000.0000      0.0000      0.8660      0.0000   2132.6302     20.0085      1.2871      1.2867   1414.2932    227.3694    244.5120      1.5766      1.6954      1.0000 
     3.8000     50.0000      0.0000      0.8660      0.0000   2183.2282     20.2215      1.2745      1.2740   1426.9310    148.4688    194.7686      1.0204      1.3386      1.0000 
     3.8000    100.0000      0.0000      0.8660      0.0000   2185.8615     20.2259      1.2777      1.2773   1426.8324    175.6533    208.9818      1.2073      1.4363      1.0000 
     3.8000    150.0000      0.0000      0.8660      0.0000   2187.0582     20.2281      1.2791      1.2788   1426.7864    188.1112    216.4181      1.2929      1.4875      1.0000 
     3.8000    200.0000      0.0000      0.8660      0.0000   2187.7827     20.2294      1.2800      1.2797   1426.7583    195.8323    221.2559      1.3460      1.5208      1.0000 
     3.8000    250.0000      0.0000      0.8660      0.0000   2188.2833     20.2304      1.2807      1.2804   1426.7389    201.2901    224.7879      1.3836      1.5451      1.0000 
     3.8000    300.0000      0.0000      0.8660      0.0000   2188.6569     20.2312      1.2811      1.2809   1426.7244    205.4529    227.5744      1.4122      1.5642      1.0000 
     3.8000    350.0000      0.0000      0.8660      0.0000   2188.9505     20.2318      1.2815      1.2812   1426.7132    208.7947    229.9021      1.4352      1.5803      1.0000 
     3.8000    400.0000      0.0000      0.8660      0.0000   2189.1898     20.2324      1.2818      1.2815   1426.7041    211.5782    231.9166      1.4543      1.5941      1.0000 
     3.8000    450.0000      0.0000      0.8660      0.0000   2189.3903     20.2329      1.2820      1.2818   1426.6967    213.9604    233.6939      1.4707      1.6063      1.0000 
     3.8000    500.0000      0.0000      0.8660      0.0000   2189.5618     20.2333      1.2822      1.2820   1426.6904    216.0407    235.2809      1.4850      1.6173      1.0000 
     3.8000    550.0000      0.0000      0.8660      0.0000   2189.7113     20.2337      1.2824      1.2821   1426.6852    217.8858    236.7213      1.4977      1.6272      1.0000 
     3.8000    600.0000      0.0000      0.8660      0.0000   2189.8433     20.2341      1.2826      1.2823   1426.6807    219.5462    238.0902      1.5091      1.6366      1.0000 
     3.8000    650.0000      0.0000      0.8660      0.0000   2189.9613     20.2345      1.2827      1.2824   1426.6769    221.0567    239.3396      1.5195      1.6452      1.0000 
     3.8000    700.0000      0.0000      0.8660      0.0000   2190.0679     20.2348      1.2828      1.2825   1426.6736    222.4412    240.4881      1.5290      1.6531      1.0000 
     3.8000    750.0000      0.0000      0.8660      0.0000   2190.1650     20.2352      1.2830      1.2827   1426.6708    223.7181    241.5501      1.5378      1.6604      1.0000 
     3.8000    800.0000      0.0000      0.8660      0.0000   2190.2543     20.2355      1.2831      1.2827   1426.6684    224.9025    242.5374      1.5459      1.6672      1.0000 
     3.8000    850.0000      0.0000      0.8660      0.0000   2190.3368     20.2358      1.2832      1.2828   1426.6524    226.0063    243.4594      1.5535      1.6735      1.0000 
     3.8000    900.0000      0.0000      0.8660      0.0000   2190.4136     20.2361      1.2832      1.2829   1426.6508    227.0394    244.3239      1.5606      1.6795      1.0000 
     3.8000    950.0000      0.0000      0.8660      0.0000   2190.4854     20.2364      1.2833      1.2830   1426.6496    228.0099    245.1374      1.5673      1.6851      1.0000 
     3.8000   1000.0000      0.0000      0.8660      0.0000   2190.5530     20.2367      1.2834      1.2830   1426.6485    228.9247    245.9054      1.5736      1.6903      1.0000 
     3.9000     50.0000      0.0000      0.8660      0.0000   2236.9127     20.4416      1.2691      1.2684   1438.5163    149.6115    196.3497      1.0199      1.3386      1.0000 
     3.9000    100.0000      0.0000      0.8660      0.0000   2240.3768     20.4476      1.2729      1.2724   1438.4108    177.0729    210.7524      1.2072      1.4368      1.0000 
     3.9000    150.0000      0.0000      0.8660      0.0000   2241.9576     20.4503      1.2746      1.2742   1438.3604    189.6679    218.2902      1.2931      1.4883      1.0000 
     3.9000    200.0000      0.0000      0.8660      0.0000   2242.9157     20.4521      1.2757      1.2754   1438.3291    197.4769    223.1908      1.3464      1.5217      1.0000 
     3.9000    250.0000      0.0000      0.8660      0.0000   2243.5775     20.4533      1.2765      1.2761   1438.3073    202.9956    226.7533      1.3841      1.5460      1.0000 
     3.9000    300.0000      0.0000      0.8660      0.0000   2244.0709     20.4543      1.2770      1.2767   1438.2908    207.1989    229.5320      1.4127      1.5650      1.0000 
     3.9000    350.0000      0.0000      0.8660      0.0000   2244.4578     20.4551      1.2775      1.2772   1438.2779    210.5626    231.8161      1.4357      1.5806      1.0000 
     3.9000    400.0000      0.0000      0.8660      0.0000   2244.7724     20.4558      1.2779      1.2775   1438.2674    213.3526    233.7718      1.4547      1.5939      1.0000 
     3.9000    450.0000      0.0000      0.8660      0.0000   2245.0351     20.4563      1.2782      1.2778   1438.2586    215.7308    235.4932      1.4709      1.6057      1.0000 
     3.9000    500.0000      0.0000      0.8660      0.0000   2245.2591     20.4569      1.2784      1.2781   1438.2512    217.8011    237.0336      1.4851      1.6162      1.0000 
     3.9000    550.0000      0.0000      0.8660      0.0000   2245.4535     20.4573      1.2786      1.2783   1438.2447    219.6329    238.4261      1.4976      1.6257      1.0000 
     3.9000    600.0000      0.0000      0.8660      0.0000   2245.6244     20.4578      1.2788      1.2785   1438.2391    221.2746    239.6949      1.5088      1.6344      1.0000 
     3.9000    650.0000      0.0000      0.8660      0.0000   2245.7765     20.4581      1.2790      1.2787   1438.2342    222.7612    240.8586      1.5189      1.6423      1.0000 
     3.9000    700.0000      0.0000      0.8660      0.0000   2245.9132     20.4585      1.2792      1.2788   1438.2298    224.1200    241.9729      1.5282      1.6499      1.0000 
     3.9000    750.0000      0.0000      0.8660      0.0000   2246.0371     20.4589      1.2793      1.2790   1438.2259    225.3735    243.0175      1.5367      1.6570      1.0000 
     3.9000    800.0000      0.0000      0.8660      0.0000   2246.1503     20.4592      1.2794      1.2791   1438.2225    226.5363    243.9886      1.5447      1.6637      1.0000 
     3.9000    850.0000      0.0000      0.8660      0.0000   2246.2543     20.4595      1.2795      1.2792   1438.2193    227.6201    244.8955      1.5521      1.6698      1.0000 
     3.9000    900.0000      0.0000      0.8660      0.0000   2246.3504     20.4598      1.2796      1.2793   1438.2165    228.6347    245.7460      1.5590      1.6756      1.0000 
     3.9000    950.0000      0.0000      0.8660      0.0000   2246.4398     20.4601      1.2797      1.2794   1438.2140    229.5879    246.5464      1.5655      1.6811      1.0000 
     3.9000   1000.0000      0.0000      0.8660      0.0000   2246.5232     20.4604      1.2798      1.2795   1438.1974    230.4864    247.3020      1.5716      1.6863      1.0000 
     4.0000     50.0000      0.0000      0.8660      0.0000   2288.2534     20.6564      1.2636      1.2628   1449.3421    150.6729    197.8253      1.0195      1.3385      1.0000 
     4.0000    100.0000      0.0000      0.8660      0.0000   2292.6950     20.6641      1.2681      1.2674   1449.2376    178.3978    212.4090      1.2072      1.4373      1.0000 
     4.0000    150.0000      0.0000      0.8660      0.0000   2294.7329     20.6676      1.2702      1.2696   1449.1858    191.1229    220.0437      1.2933      1.4890      1.0000 
     4.0000    200.0000      0.0000      0.8660      0.0000   2295.9708     20.6699      1.2714      1.2710   1449.1531    199.0160    225.0072      1.3468      1.5227      1.0000 
     4.0000    250.0000      0.0000      0.8660      0.0000   2296.8265     20.6714      1.2723      1.2719   1449.1299    204.5950    228.6109      1.3845      1.5471      1.0000 
     4.0000    300.0000      0.0000      0.8660      0.0000   2297.4646     20.6726      1.2730      1.2726   1449.1124    208.8426    231.4092      1.4133      1.5660      1.0000 
     4.0000    350.0000      0.0000      0.8660      0.0000   2297.9648     20.6736      1.2735      1.2731   1449.0985    212.2374    233.6873      1.4363      1.5815      1.0000 
     4.0000    400.0000      0.0000      0.8660      0.0000   2298.3710     20.6744      1.2740      1.2736   1449.0871    215.0464    235.6127      1.4553      1.5945      1.0000 
     4.0000    450.0000      0.0000      0.8660      0.0000   2298.7099     20.6751      1.2743      1.2740   1449.0775    217.4329    237.2902      1.4715      1.6059      1.0000 
     4.0000    500.0000      0.0000      0.8660      0.0000   2298.9984     20.6757      1.2746      1.2743   1449.0692    219.5032    238.7849      1.4855      1.6160      1.0000 
     4.0000    550.0000      0.0000      0.8660      0.0000   2299.2483     20.6763      1.2749      1.2745   1449.0621    221.3297    240.1367      1.4979      1.6251      1.0000 
     4.0000    600.0000      0.0000      0.8660      0.0000   2299.4676     20.6768      1.2751      1.2748   1449.0558    222.9628    241.3709      1.5089      1.6335      1.0000 
     4.0000    650.0000      0.0000      0.8660      0.0000   2299.6623     20.6772      1.2753      1.2750   1449.0503    224.4390    242.5052      1.5189      1.6412      1.0000 
     4.0000    700.0000      0.0000      0.8660      0.0000   2299.8369     20.6777      1.2755      1.2752   1449.0453    225.7852    243.5536      1.5280      1.6483      1.0000 
     4.0000    750.0000      0.0000      0.8660      0.0000   2299.9946     20.6781      1.2757      1.2753   1449.0407    227.0222    244.5272      1.5364      1.6549      1.0000 
     4.0000    800.0000      0.0000      0.8660      0.0000   2300.1383     20.6784      1.2758      1.2755   1449.0366    228.1659    245.4352      1.5442      1.6610      1.0000 
     4.0000    850.0000      0.0000      0.8660      0.0000   2300.2699     20.6788      1.2760      1.2756   1449.0329    229.2304    246.3268      1.5514      1.6671      1.0000 
     4.0000    900.0000      0.0000      0.8660      0.0000   2300.3912     20.6791      1.2761      1.2757   1449.0295    230.2269    247.1637      1.5581      1.6727      1.0000 
     4.0000    950.0000      0.0000      0.8660      0.0000   2300.5035     20.6794      1.2762      1.2759   1449.0263    231.1633    247.9513      1.5645      1.6781      1.0000 
     4.0000   1000.0000      0.0000      0.8660      0.0000   2300.6080     20.6797      1.2763      1.2760   1449.0234    232.0462    248.6950      1.5704      1.6831      1.0000 
     4.1000     50.0000      0.0000      0.8660      0.0000   2337.3051     20.8658      1.2583      1.2572   1459.4667    151.6595    199.2042      1.0191      1.3385      1.0000 
     4.1000    100.0000      0.0000      0.8660      0.0000   2342.8709     20.8754      1.2633      1.2625   1459.3738    179.6359    213.9615      1.2071      1.4378      1.0000 
     4.1000    150.0000      0.0000      0.8660      0.0000   2345.4407     20.8800      1.2657      1.2650   1459.3248    192.4851    221.6886      1.2935      1.4897      1.0000 
     4.1000    200.0000      0.0000      0.8660      0.0000   2347.0062     20.8828      1.2672      1.2666   1459.2930    200.4584    226.7131      1.3471      1.5235      1.0000 
     4.1000    250.0000      0.0000      0.8660      0.0000   2348.0902     20.8848      1.2682      1.2677   1459.2701    206.0954    230.3600      1.3850      1.5481      1.0000 
     4.1000    300.0000      0.0000      0.8660      0.0000   2348.8992     20.8863      1.2690      1.2685   1459.2525    210.3873    233.1876      1.4139      1.5671      1.0000 
     4.1000    350.0000      0.0000      0.8660      0.0000   2349.5335     20.8875      1.2696      1.2691   1459.2384    213.8164    235.4804      1.4369      1.5825      1.0000 
     4.1000    400.0000      0.0000      0.8660      0.0000   2350.0488     20.8885      1.2701      1.2697   1459.2268    216.6507    237.4035      1.4560      1.5955      1.0000 
     4.1000    450.0000      0.0000      0.8660      0.0000   2350.4784     20.8893      1.2705      1.2701   1459.2170    219.0544    239.0616      1.4722      1.6066      1.0000 
     4.1000    500.0000      0.0000      0.8660      0.0000   2350.8440     20.8900      1.2709      1.2705   1459.2085    221.1343    240.5250      1.4861      1.6165      1.0000 
     4.1000    550.0000      0.0000      0.8660      0.0000   2351.1604     20.8907      1.2712      1.2708   1459.2011    222.9640    241.8408      1.4984      1.6253      1.0000 
     4.1000    600.0000      0.0000      0.8660      0.0000   2351.4379     20.8913      1.2715      1.2711   1459.1945    224.5956    243.0400      1.5094      1.6334      1.0000 
     4.1000    650.0000      0.0000      0.8660      0.0000   2351.6840     20.8918      1.2717      1.2713   1459.1887    226.0671    244.1431      1.5193      1.6408      1.0000 
     4.1000    700.0000      0.0000      0.8660      0.0000   2351.9043     20.8923      1.2720      1.2715   1459.1834    227.4066    245.1642      1.5283      1.6477      1.0000 
     4.1000    750.0000      0.0000      0.8660      0.0000   2352.1032     20.8928      1.2721      1.2717   1459.1786    228.6355    246.1142      1.5366      1.6541      1.0000 
     4.1000    800.0000      0.0000      0.8660      0.0000   2352.2840     20.8932      1.2723      1.2719   1459.1742    229.7704    247.0016      1.5442      1.6600      1.0000 
     4.1000    850.0000      0.0000      0.8660      0.0000   2352.4494     20.8936      1.2725      1.2721   1459.1702    230.8243    247.8335      1.5513      1.6656      1.0000 
     4.1000    900.0000      0.0000      0.8660      0.0000   2352.6016     20.8940      1.2726      1.2722   1459.1665    231.8079    248.6160      1.5579      1.6709      1.0000 
     4.1000    950.0000      0.0000      0.8660      0.0000   2352.7423     20.8943      1.2728      1.2724   1459.1630    232.7297    249.3542      1.5641      1.6758      1.0000 
     4.1000   1000.0000      0.0000      0.8660      0.0000   2352.8729     20.8947      1.2729      1.2725   1459.1598    233.5974    250.0790      1.5700      1.6807      1.0000 
     4.2000     50.0000      0.0000      0.8660      0.0000   2384.1248     21.0698      1.2529      1.2516   1468.9402    152.5768    200.4940      1.0186      1.3385      1.0000 
     4.2000    100.0000      0.0000      0.8660      0.0000   2390.9580     21.0818      1.2585      1.2575   1468.8723    180.7941    215.4185      1.2070      1.4382      1.0000 
     4.2000    150.0000      0.0000      0.8660      0.0000   2394.1349     21.0874      1.2612      1.2604   1468.8314    193.7620    223.2343      1.2937      1.4904      1.0000 
     4.2000    200.0000      0.0000      0.8660      0.0000   2396.0770     21.0909      1.2629      1.2622   1468.8035    201.8120    228.3173      1.3474      1.5244      1.0000 
     4.2000    250.0000      0.0000      0.8660      0.0000   2397.4245     21.0934      1.2641      1.2635   1468.7828    207.5046    232.0067      1.3855      1.5490      1.0000 
     4.2000    300.0000      0.0000      0.8660      0.0000   2398.4315     21.0952      1.2650      1.2644   1468.7666    211.8396    234.8660      1.4144      1.5682      1.0000 
     4.2000    350.0000      0.0000      0.8660      0.0000   2399.2217     21.0967      1.2657      1.2651   1468.7535    215.3029    237.1813      1.4375      1.5836      1.0000 
     4.2000    400.0000      0.0000      0.8660      0.0000   2399.8638     21.0979      1.2663      1.2658   1468.7425    218.1647    239.1169      1.4567      1.5966      1.0000 
     4.2000    450.0000      0.0000      0.8660      0.0000   2400.3994     21.0989      1.2668      1.2663   1468.7331    220.5897    240.7762      1.4729      1.6076      1.0000 
     4.2000    500.0000      0.0000      0.8660      0.0000   2400.8553     21.0998      1.2672      1.2667   1468.7250    222.6855    242.2289      1.4869      1.6174      1.0000 
     4.2000    550.0000      0.0000      0.8660      0.0000   2401.2498     21.1006      1.2676      1.2671   1468.7178    224.5256    243.5239      1.4992      1.6260      1.0000 
     4.2000    600.0000      0.0000      0.8660      0.0000   2401.5956     21.1013      1.2679      1.2674   1468.7114    226.1629    244.6963      1.5101      1.6338      1.0000 
     4.2000    650.0000      0.0000      0.8660      0.0000   2401.9021     21.1019      1.2682      1.2677   1468.7057    227.6359    245.7708      1.5199      1.6410      1.0000 
     4.2000    700.0000      0.0000      0.8660      0.0000   2402.1765     21.1025      1.2684      1.2679   1468.7005    228.9740    246.7644      1.5289      1.6477      1.0000 
     4.2000    750.0000      0.0000      0.8660      0.0000   2402.4240     21.1031      1.2687      1.2682   1468.6958    230.1993    247.6893      1.5371      1.6539      1.0000 
     4.2000    800.0000      0.0000      0.8660      0.0000   2402.6488     21.1035      1.2689      1.2684   1468.6914    231.3290    248.5544      1.5446      1.6596      1.0000 
     4.2000    850.0000      0.0000      0.8660      0.0000   2402.8544     21.1040      1.2691      1.2686   1468.6874    232.3769    249.3666      1.5516      1.6651      1.0000 
     4.2000    900.0000      0.0000      0.8660      0.0000   2403.0433     21.1044      1.2692      1.2688   1468.6837    233.3537    250.1315      1.5581      1.6702      1.0000 
     4.2000    950.0000      0.0000      0.8660      0.0000   2403.2178     21.1048      1.2694      1.2689   1468.6802    234.2684    250.8540      1.5643      1.6750      1.0000 
     4.2000   1000.0000      0.0000      0.8660      0.0000   2403.3797     21.1052      1.2695      1.2691   1468.6770    235.1282    251.5382      1.5700      1.6796      1.0000 
     4.3000     50.0000      0.0000      0.8660      0.0000   2428.7722     21.2685      1.2477      1.2461   1477.8060    153.4298    201.7013      1.0182      1.3385      1.0000 
     4.3000    100.0000      0.0000      0.8660      0.0000   2437.0094     21.2831      1.2538      1.2526   1477.7793    181.8786    216.7878      1.2070      1.4386      1.0000 
     4.3000    150.0000      0.0000      0.8660      0.0000   2440.8675     21.2900      1.2568      1.2558   1477.7531    194.9604    224.6887      1.2938      1.4911      1.0000 
     4.3000    200.0000      0.0000      0.8660      0.0000   2443.2351     21.2943      1.2587      1.2578   1477.7327    203.0839    229.8280      1.3477      1.5252      1.0000 
     4.3000    250.0000      0.0000      0.8660      0.0000   2444.8818     21.2973      1.2601      1.2592   1477.7167    208.8299    233.5586      1.3859      1.5500      1.0000 
     4.3000    300.0000      0.0000      0.8660      0.0000   2446.1144     21.2995      1.2611      1.2603   1477.7036    213.2063    236.4495      1.4149      1.5692      1.0000 
     4.3000    350.0000      0.0000      0.8660      0.0000   2447.0828     21.3013      1.2619      1.2612   1477.6927    216.7029    238.7893      1.4381      1.5847      1.0000 
     4.3000    400.0000      0.0000      0.8660      0.0000   2447.8704     21.3028      1.2625      1.2619   1477.6834    219.5922    240.7430      1.4573      1.5977      1.0000 
     4.3000    450.0000      0.0000      0.8660      0.0000   2448.5276     21.3041      1.2631      1.2624   1477.6753    222.0400    242.4137      1.4736      1.6088      1.0000 
     4.3000    500.0000      0.0000      0.8660      0.0000   2449.0873     21.3051      1.2636      1.2629   1477.6682    224.1542    243.8703      1.4876      1.6185      1.0000 
     4.3000    550.0000      0.0000      0.8660      0.0000   2449.5717     21.3061      1.2640      1.2634   1477.6619    226.0089    245.1610      1.4999      1.6270      1.0000 
     4.3000    600.0000      0.0000      0.8660      0.0000   2449.9964     21.3069      1.2643      1.2637   1477.6562    227.6569    246.3213      1.5109      1.6347      1.0000 
     4.3000    650.0000      0.0000      0.8660      0.0000   2450.3729     21.3077      1.2647      1.2641   1477.6510    229.1372    247.3775      1.5207      1.6418      1.0000 
     4.3000    700.0000      0.0000      0.8660      0.0000   2450.7098     21.3084      1.2649      1.2644   1477.6464    230.4792    248.3494      1.5296      1.6482      1.0000 
     4.3000    750.0000      0.0000      0.8660      0.0000   2451.0137     21.3090      1.2652      1.2647   1477.6420    231.7058    249.2515      1.5378      1.6542      1.0000 
     4.3000    800.0000      0.0000      0.8660      0.0000   2451.2897     21.3096      1.2654      1.2649   1477.6381    232.8346    250.0944      1.5453      1.6598      1.0000 
     4.3000    850.0000      0.0000      0.8660      0.0000   2451.5420     21.3101      1.2657      1.2651   1477.6344    233.8800    250.8860      1.5522      1.6651      1.0000 
     4.3000    900.0000      0.0000      0.8660      0.0000   2451.7737     21.3106      1.2659      1.2653   1477.6309    234.8531    251.6321      1.5587      1.6700      1.0000 
     4.3000    950.0000      0.0000      0.8660      0.0000   2451.9877     21.3111      1.2660      1.2655   1477.6277    235.7633    252.3377      1.5647      1.6747      1.0000 
     4.3000   1000.0000      0.0000      0.8660      0.0000   2452.1861     21.3115      1.2662      1.2657   1477.6247    236.6180    253.0066      1.5704      1.6791      1.0000 
     4.4000     50.0000      0.0000      0.8660      0.0000   2471.3084     21.4620      1.2425      1.2406   1486.1026    154.2228    202.8322      1.0177      1.3385      1.0000 
     4.4000    100.0000      0.0000      0.8660      0.0000   2481.0774     21.4795      1.2491      1.2477   1486.1352    182.8949    218.0761      1.2069      1.4390      1.0000 
     4.4000    150.0000      0.0000      0.8660      0.0000   2485.6887     21.4878      1.2524      1.2512   1486.1314    196.0862    226.0591      1.2939      1.4917      1.0000 
     4.4000    200.0000      0.0000      0.8660      0.0000   2488.5301     21.4929      1.2545      1.2534   1486.1230    204.2804    231.2526      1.3480      1.5260      1.0000 
     4.4000    250.0000      0.0000      0.8660      0.0000   2490.5117     21.4966      1.2560      1.2550   1486.1145    210.0778    235.0230      1.3863      1.5509      1.0000 
     4.4000    300.0000      0.0000      0.8660      0.0000   2491.9977     21.4993      1.2571      1.2562   1486.1066    214.4940    237.9447      1.4154      1.5702      1.0000 
     4.4000    350.0000      0.0000      0.8660      0.0000   2493.1668     21.5015      1.2580      1.2572   1486.0995    218.0229    240.3090      1.4387      1.5858      1.0000 
     4.4000    400.0000      0.0000      0.8660      0.0000   2494.1186     21.5032      1.2588      1.2580   1486.0931    220.9389    242.2824      1.4580      1.5988      1.0000 
     4.4000    450.0000      0.0000      0.8660      0.0000   2494.9137     21.5047      1.2594      1.2586   1486.0873    223.4093    243.9684      1.4743      1.6099      1.0000 
     4.4000    500.0000      0.0000      0.8660      0.0000   2495.5911     21.5060      1.2599      1.2592   1486.0821    225.5427    245.4357      1.4884      1.6196      1.0000 
     4.4000    550.0000      0.0000      0.8660      0.0000   2496.1775     21.5072      1.2604      1.2597   1486.0773    227.4136    246.7321      1.5007      1.6282      1.0000 
     4.4000    600.0000      0.0000      0.8660      0.0000   2496.6919     21.5082      1.2608      1.2601   1486.0730    229.0749    247.8925      1.5117      1.6359      1.0000 
     4.4000    650.0000      0.0000      0.8660      0.0000   2497.1481     21.5090      1.2612      1.2605   1486.0689    230.5659    248.9431      1.5215      1.6428      1.0000 
     4.4000    700.0000      0.0000      0.8660      0.0000   2497.5564     21.5099      1.2615      1.2608   1486.0652    231.9160    249.9041      1.5304      1.6491      1.0000 
     4.4000    750.0000      0.0000      0.8660      0.0000   2497.9247     21.5106      1.2618      1.2611   1486.0618    233.1481    250.7913      1.5386      1.6550      1.0000 
     4.4000    800.0000      0.0000      0.8660      0.0000   2498.2592     21.5113      1.2621      1.2614   1486.0585    234.2803    251.6169      1.5460      1.6604      1.0000 
     4.4000    850.0000      0.0000      0.8660      0.0000   2498.5649     21.5119      1.2623      1.2617   1486.0555    235.3271    252.3901      1.5530      1.6656      1.0000 
     4.4000    900.0000      0.0000      0.8660      0.0000   2498.8458     21.5125      1.2625      1.2619   1486.0527    236.3001    253.1182      1.5594      1.6704      1.0000 
     4.4000    950.0000      0.0000      0.8660      0.0000   2499.1051     21.5130      1.2627      1.2621   1486.0500    237.2088    253.8065      1.5654      1.6749      1.0000 
     4.4000   1000.0000      0.0000      0.8660      0.0000   2499.3455     21.5135      1.2629      1.2623   1486.0474    238.0610    254.4593      1.5710      1.6792      1.0000 
