# Engine name: MASA Hybrid
# Fri Dec 2 19:39:07 2016
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     3.3000   1300.0000      0.0000      1.0000      0.0000   1976.4826     19.6739      1.3015      1.2991   1368.8733    224.8443    242.0267      1.6108      1.7339      1.0000 
     3.3000   1310.0000      0.0000      1.0000      0.0000   1976.5167     19.6741      1.3015      1.2991   1368.8897    224.9885    242.1474      1.6118      1.7347      1.0000 
     3.3000   1320.0000      0.0000      1.0000      0.0000   1976.5509     19.6744      1.3015      1.2991   1368.9062    225.1315    242.2671      1.6128      1.7356      1.0000 
     3.3000   1330.0000      0.0000      1.0000      0.0000   1976.5853     19.6747      1.3015      1.2991   1368.9227    225.2733    242.3858      1.6138      1.7364      1.0000 
     3.3000   1340.0000      0.0000      1.0000      0.0000   1976.6199     19.6750      1.3016      1.2991   1368.9394    225.4138    242.5036      1.6148      1.7372      1.0000 
     3.3000   1350.0000      0.0000      1.0000      0.0000   1976.6546     19.6753      1.3016      1.2990   1368.9560    225.5532    242.6203      1.6158      1.7380      1.0000 
     3.3000   1360.0000      0.0000      1.0000      0.0000   1976.6895     19.6755      1.3016      1.2990   1368.9728    225.6914    242.7361      1.6167      1.7388      1.0000 
     3.3000   1370.0000      0.0000      1.0000      0.0000   1976.7245     19.6758      1.3016      1.2990   1368.9896    225.8284    242.8510      1.6177      1.7396      1.0000 
     3.3000   1380.0000      0.0000      1.0000      0.0000   1976.7597     19.6761      1.3016      1.2990   1369.0065    225.9644    242.9650      1.6187      1.7404      1.0000 
     3.3000   1390.0000      0.0000      1.0000      0.0000   1976.7950     19.6764      1.3016      1.2990   1369.0234    226.0992    243.0780      1.6196      1.7412      1.0000 
     3.3000   1400.0000      0.0000      1.0000      0.0000   1976.8305     19.6767      1.3016      1.2989   1369.0405    226.2329    243.1902      1.6205      1.7420      1.0000 
     3.3000   1410.0000      0.0000      1.0000      0.0000   1976.8661     19.6770      1.3016      1.2989   1369.0575    226.3656    243.3015      1.6215      1.7428      1.0000 
     3.3000   1420.0000      0.0000      1.0000      0.0000   1976.9019     19.6773      1.3016      1.2989   1369.0747    226.4972    243.4119      1.6224      1.7436      1.0000 
     3.3000   1430.0000      0.0000      1.0000      0.0000   1976.9379     19.6775      1.3016      1.2989   1369.0919    226.6277    243.5215      1.6233      1.7443      1.0000 
     3.3000   1440.0000      0.0000      1.0000      0.0000   1976.9740     19.6778      1.3016      1.2989   1369.1091    226.7572    243.6302      1.6242      1.7451      1.0000 
     3.3000   1450.0000      0.0000      1.0000      0.0000   1977.0103     19.6781      1.3017      1.2988   1369.1264    226.8858    243.7381      1.6251      1.7458      1.0000 
     3.3000   1460.0000      0.0000      1.0000      0.0000   1977.0467     19.6784      1.3017      1.2988   1369.1438    227.0133    243.8452      1.6260      1.7466      1.0000 
     3.3000   1470.0000      0.0000      1.0000      0.0000   1977.0833     19.6787      1.3017      1.2988   1369.1612    227.1398    243.9515      1.6269      1.7473      1.0000 
     3.3000   1480.0000      0.0000      1.0000      0.0000   1977.1200     19.6790      1.3017      1.2988   1369.1787    227.2654    244.0570      1.6278      1.7480      1.0000 
     3.3000   1490.0000      0.0000      1.0000      0.0000   1977.1568     19.6793      1.3017      1.2987   1369.1963    227.3900    244.1617      1.6286      1.7488      1.0000 
     3.3000   1500.0000      0.0000      1.0000      0.0000   1977.1939     19.6796      1.3017      1.2987   1369.2139    227.5136    244.2657      1.6295      1.7495      1.0000 
     3.4000     50.0000      0.0000      1.0000      0.0000   2038.1269     19.8945      1.2916      1.2914   1383.8572    137.4834    185.9627      0.9743      1.3178      1.0000 
     3.4000     60.0000      0.0000      1.0000      0.0000   2038.4676     19.8951      1.2922      1.2920   1383.8381    145.8793    189.6264      1.0338      1.3438      1.0000 
     3.4000     70.0000      0.0000      1.0000      0.0000   2038.7342     19.8955      1.2926      1.2924   1383.8232    152.3581    192.7273      1.0797      1.3658      1.0000 
     3.4000     80.0000      0.0000      1.0000      0.0000   2038.9503     19.8960      1.2930      1.2928   1383.8112    157.5752    195.3750      1.1167      1.3846      1.0000 
     3.4000     90.0000      0.0000      1.0000      0.0000   2039.1304     19.8963      1.2932      1.2930   1383.8013    161.9064    197.6653      1.1474      1.4008      1.0000 
     3.4000    100.0000      0.0000      1.0000      0.0000   2039.2837     19.8966      1.2935      1.2933   1383.7930    165.5857    199.6716      1.1735      1.4150      1.0000 
     3.4000    110.0000      0.0000      1.0000      0.0000   2039.4163     19.8969      1.2937      1.2935   1383.7859    168.7677    201.4492      1.1960      1.4276      1.0000 
     3.4000    120.0000      0.0000      1.0000      0.0000   2039.5326     19.8971      1.2939      1.2937   1383.7798    171.5596    203.0405      1.2158      1.4389      1.0000 
     3.4000    130.0000      0.0000      1.0000      0.0000   2039.6358     19.8974      1.2940      1.2938   1383.7745    174.0384    204.4781      1.2334      1.4491      1.0000 
     3.4000    140.0000      0.0000      1.0000      0.0000   2039.7284     19.8976      1.2942      1.2940   1383.7698    176.2614    205.7879      1.2491      1.4584      1.0000 
     3.4000    150.0000      0.0000      1.0000      0.0000   2039.8120     19.8978      1.2943      1.2941   1383.7657    178.2720    206.9904      1.2634      1.4669      1.0000 
     3.4000    160.0000      0.0000      1.0000      0.0000   2039.8882     19.8980      1.2944      1.2942   1383.7621    180.1039    208.1025      1.2764      1.4748      1.0000 
     3.4000    170.0000      0.0000      1.0000      0.0000   2039.9580     19.8982      1.2945      1.2943   1383.7589    181.7840    209.1379      1.2883      1.4822      1.0000 
     3.4000    180.0000      0.0000      1.0000      0.0000   2040.0224     19.8983      1.2946      1.2944   1383.7561    183.3336    210.1080      1.2993      1.4890      1.0000 
     3.4000    190.0000      0.0000      1.0000      0.0000   2040.0821     19.8985      1.2947      1.2945   1383.7536    184.7705    211.0218      1.3095      1.4955      1.0000 
     3.4000    200.0000      0.0000      1.0000      0.0000   2040.1376     19.8987      1.2948      1.2946   1383.7514    186.1089    211.8866      1.3190      1.5016      1.0000 
     3.4000    210.0000      0.0000      1.0000      0.0000   2040.1896     19.8988      1.2949      1.2947   1383.7494    187.3608    212.7084      1.3278      1.5075      1.0000 
     3.4000    220.0000      0.0000      1.0000      0.0000   2040.2383     19.8990      1.2950      1.2948   1383.7477    188.5364    213.4916      1.3362      1.5130      1.0000 
     3.4000    230.0000      0.0000      1.0000      0.0000   2040.2843     19.8991      1.2950      1.2948   1383.7462    189.6439    214.2400      1.3440      1.5183      1.0000 
     3.4000    240.0000      0.0000      1.0000      0.0000   2040.3277     19.8992      1.2951      1.2949   1383.7449    190.6907    214.9566      1.3514      1.5234      1.0000 
     3.4000    250.0000      0.0000      1.0000      0.0000   2040.3688     19.8994      1.2952      1.2949   1383.7437    191.6827    215.6440      1.3585      1.5283      1.0000 
     3.4000    260.0000      0.0000      1.0000      0.0000   2040.4080     19.8995      1.2952      1.2950   1383.7428    192.6253    216.3044      1.3651      1.5330      1.0000 
     3.4000    270.0000      0.0000      1.0000      0.0000   2040.4452     19.8997      1.2953      1.2950   1383.7420    193.5230    216.9482      1.3715      1.5375      1.0000 
     3.4000    280.0000      0.0000      1.0000      0.0000   2040.4809     19.8998      1.2953      1.2951   1383.7413    194.3810    217.6021      1.3776      1.5422      1.0000 
     3.4000    290.0000      0.0000      1.0000      0.0000   2040.5150     19.8999      1.2954      1.2951   1383.7408    195.2031    218.2311      1.3834      1.5466      1.0000 
     3.4000    300.0000      0.0000      1.0000      0.0000   2040.5477     19.9000      1.2954      1.2952   1383.7404    195.9919    218.8370      1.3890      1.5509      1.0000 
     3.4000    310.0000      0.0000      1.0000      0.0000   2040.5792     19.9002      1.2955      1.2952   1383.7402    196.7500    219.4214      1.3944      1.5551      1.0000 
     3.4000    320.0000      0.0000      1.0000      0.0000   2040.6095     19.9003      1.2955      1.2952   1383.7401    197.4795    219.9856      1.3995      1.5591      1.0000 
     3.4000    330.0000      0.0000      1.0000      0.0000   2040.6387     19.9004      1.2955      1.2953   1383.7400    198.1824    220.5310      1.4045      1.5629      1.0000 
     3.4000    340.0000      0.0000      1.0000      0.0000   2040.6670     19.9005      1.2956      1.2953   1383.7401    198.8606    221.0587      1.4093      1.5667      1.0000 
     3.4000    350.0000      0.0000      1.0000      0.0000   2040.6944     19.9007      1.2956      1.2953   1383.7403    199.5156    221.5697      1.4140      1.5703      1.0000 
     3.4000    360.0000      0.0000      1.0000      0.0000   2040.7209     19.9008      1.2957      1.2954   1383.7406    200.1488    222.0650      1.4185      1.5738      1.0000 
     3.4000    370.0000      0.0000      1.0000      0.0000   2040.7467     19.9009      1.2957      1.2954   1383.7410    200.7616    222.5456      1.4228      1.5772      1.0000 
     3.4000    380.0000      0.0000      1.0000      0.0000   2040.7718     19.9010      1.2957      1.2954   1383.7415    201.3553    223.0121      1.4270      1.5805      1.0000 
     3.4000    390.0000      0.0000      1.0000      0.0000   2040.7962     19.9011      1.2958      1.2955   1383.7420    201.9308    223.4655      1.4311      1.5837      1.0000 
     3.4000    400.0000      0.0000      1.0000      0.0000   2040.8200     19.9012      1.2958      1.2955   1383.7427    202.4893    223.9063      1.4351      1.5868      1.0000 
     3.4000    410.0000      0.0000      1.0000      0.0000   2040.8432     19.9014      1.2958      1.2955   1383.7435    203.0316    224.3352      1.4389      1.5899      1.0000 
     3.4000    420.0000      0.0000      1.0000      0.0000   2040.8659     19.9015      1.2958      1.2955   1383.7443    203.5587    224.7528      1.4426      1.5928      1.0000 
     3.4000    430.0000      0.0000      1.0000      0.0000   2040.8881     19.9016      1.2959      1.2955   1383.7452    204.0713    225.1597      1.4463      1.5957      1.0000 
     3.4000    440.0000      0.0000      1.0000      0.0000   2040.9098     19.9017      1.2959      1.2956   1383.7462    204.5702    225.5564      1.4498      1.5985      1.0000 
     3.4000    450.0000      0.0000      1.0000      0.0000   2040.9311     19.9018      1.2959      1.2956   1383.7472    205.0560    225.9433      1.4532      1.6013      1.0000 
     3.4000    460.0000      0.0000      1.0000      0.0000   2040.9520     19.9019      1.2959      1.2956   1383.7484    205.5294    226.3209      1.4566      1.6039      1.0000 
     3.4000    470.0000      0.0000      1.0000      0.0000   2040.9725     19.9021      1.2960      1.2956   1383.7496    205.9910    226.6896      1.4599      1.6066      1.0000 
     3.4000    480.0000      0.0000      1.0000      0.0000   2040.9927     19.9022      1.2960      1.2956   1383.7509    206.4413    227.0498      1.4631      1.6091      1.0000 
     3.4000    490.0000      0.0000      1.0000      0.0000   2041.0125     19.9023      1.2960      1.2957   1383.7522    206.8808    227.4019      1.4662      1.6116      1.0000 
     3.4000    500.0000      0.0000      1.0000      0.0000   2041.0321     19.9024      1.2960      1.2957   1383.7537    207.3100    227.7462      1.4692      1.6140      1.0000 
     3.4000    510.0000      0.0000      1.0000      0.0000   2041.0513     19.9025      1.2961      1.2957   1383.7552    207.7294    228.0830      1.4722      1.6164      1.0000 
     3.4000    520.0000      0.0000      1.0000      0.0000   2041.0703     19.9026      1.2961      1.2957   1383.7567    208.1393    228.4127      1.4751      1.6188      1.0000 
     3.4000    530.0000      0.0000      1.0000      0.0000   2041.0890     19.9027      1.2961      1.2957   1383.7583    208.5402    228.7355      1.4779      1.6210      1.0000 
     3.4000    540.0000      0.0000      1.0000      0.0000   2041.1074     19.9029      1.2961      1.2957   1383.7600    208.9325    229.0516      1.4807      1.6233      1.0000 
     3.4000    550.0000      0.0000      1.0000      0.0000   2041.1257     19.9030      1.2961      1.2957   1383.7618    209.3164    229.3614      1.4834      1.6255      1.0000 
     3.4000    560.0000      0.0000      1.0000      0.0000   2041.1437     19.9031      1.2962      1.2957   1383.7636    209.6924    229.6651      1.4861      1.6276      1.0000 
     3.4000    570.0000      0.0000      1.0000      0.0000   2041.1615     19.9032      1.2962      1.2958   1383.7655    210.0606    229.9630      1.4887      1.6297      1.0000 
     3.4000    580.0000      0.0000      1.0000      0.0000   2041.1792     19.9033      1.2962      1.2958   1383.7675    210.4215    230.2551      1.4912      1.6318      1.0000 
     3.4000    590.0000      0.0000      1.0000      0.0000   2041.1967     19.9034      1.2962      1.2958   1383.7695    210.7753    230.5417      1.4937      1.6338      1.0000 
     3.4000    600.0000      0.0000      1.0000      0.0000   2041.2140     19.9036      1.2962      1.2958   1383.7715    211.1223    230.8231      1.4962      1.6358      1.0000 
     3.4000    610.0000      0.0000      1.0000      0.0000   2041.2311     19.9037      1.2963      1.2958   1383.7737    211.4626    231.0994      1.4986      1.6378      1.0000 
     3.4000    620.0000      0.0000      1.0000      0.0000   2041.2481     19.9038      1.2963      1.2958   1383.7758    211.7966    231.3707      1.5010      1.6397      1.0000 
     3.4000    630.0000      0.0000      1.0000      0.0000   2041.2650     19.9039      1.2963      1.2958   1383.7781    212.1244    231.6373      1.5033      1.6416      1.0000 
     3.4000    640.0000      0.0000      1.0000      0.0000   2041.2818     19.9040      1.2963      1.2958   1383.7804    212.4464    231.8993      1.5056      1.6434      1.0000 
     3.4000    650.0000      0.0000      1.0000      0.0000   2041.2984     19.9041      1.2963      1.2958   1383.7690    212.7625    232.1568      1.5078      1.6453      1.0000 
     3.4000    660.0000      0.0000      1.0000      0.0000   2041.3149     19.9042      1.2963      1.2958   1383.7715    213.0732    232.4101      1.5100      1.6471      1.0000 
     3.4000    670.0000      0.0000      1.0000      0.0000   2041.3313     19.9044      1.2964      1.2958   1383.7740    213.3785    232.6591      1.5122      1.6488      1.0000 
     3.4000    680.0000      0.0000      1.0000      0.0000   2041.3477     19.9045      1.2964      1.2958   1383.7767    213.6785    232.9041      1.5143      1.6506      1.0000 
     3.4000    690.0000      0.0000      1.0000      0.0000   2041.3639     19.9046      1.2964      1.2959   1383.7793    213.9736    233.1452      1.5164      1.6523      1.0000 
     3.4000    700.0000      0.0000      1.0000      0.0000   2041.3800     19.9047      1.2964      1.2959   1383.7820    214.2638    233.3824      1.5185      1.6539      1.0000 
     3.4000    710.0000      0.0000      1.0000      0.0000   2041.3961     19.9048      1.2964      1.2959   1383.7848    214.5493    233.6160      1.5205      1.6556      1.0000 
     3.4000    720.0000      0.0000      1.0000      0.0000   2041.4121     19.9050      1.2964      1.2959   1383.7876    214.8303    233.8460      1.5225      1.6572      1.0000 
     3.4000    730.0000      0.0000      1.0000      0.0000   2041.4280     19.9051      1.2964      1.2959   1383.7905    215.1068    234.0725      1.5244      1.6588      1.0000 
     3.4000    740.0000      0.0000      1.0000      0.0000   2041.4439     19.9052      1.2965      1.2959   1383.7934    215.3789    234.2956      1.5263      1.6604      1.0000 
     3.4000    750.0000      0.0000      1.0000      0.0000   2041.4597     19.9053      1.2965      1.2959   1383.7964    215.6470    234.5155      1.5282      1.6620      1.0000 
     3.4000    760.0000      0.0000      1.0000      0.0000   2041.4755     19.9054      1.2965      1.2959   1383.7995    215.9109    234.7321      1.5301      1.6635      1.0000 
     3.4000    770.0000      0.0000      1.0000      0.0000   2041.4912     19.9055      1.2965      1.2959   1383.8025    216.1709    234.9457      1.5319      1.6650      1.0000 
     3.4000    780.0000      0.0000      1.0000      0.0000   2041.5069     19.9057      1.2965      1.2959   1383.8057    216.4271    235.1562      1.5338      1.6665      1.0000 
     3.4000    790.0000      0.0000      1.0000      0.0000   2041.5225     19.9058      1.2965      1.2959   1383.8089    216.6796    235.3638      1.5355      1.6680      1.0000 
     3.4000    800.0000      0.0000      1.0000      0.0000   2041.5381     19.9059      1.2965      1.2959   1383.8121    216.9284    235.5685      1.5373      1.6694      1.0000 
     3.4000    810.0000      0.0000      1.0000      0.0000   2041.5537     19.9060      1.2965      1.2959   1383.8154    217.1737    235.7704      1.5390      1.6708      1.0000 
     3.4000    820.0000      0.0000      1.0000      0.0000   2041.5692     19.9062      1.2966      1.2959   1383.8188    217.4156    235.9696      1.5408      1.6722      1.0000 
     3.4000    830.0000      0.0000      1.0000      0.0000   2041.5847     19.9063      1.2966      1.2959   1383.8221    217.6542    236.1662      1.5424      1.6736      1.0000 
     3.4000    840.0000      0.0000      1.0000      0.0000   2041.6002     19.9064      1.2966      1.2959   1383.8256    217.8894    236.3601      1.5441      1.6750      1.0000 
     3.4000    850.0000      0.0000      1.0000      0.0000   2041.6157     19.9065      1.2966      1.2959   1383.8291    218.1216    236.5516      1.5457      1.6763      1.0000 
     3.4000    860.0000      0.0000      1.0000      0.0000   2041.6311     19.9066      1.2966      1.2959   1383.8326    218.3506    236.7406      1.5474      1.6777      1.0000 
     3.4000    870.0000      0.0000      1.0000      0.0000   2041.6466     19.9068      1.2966      1.2959   1383.8362    218.5766    236.9272      1.5490      1.6790      1.0000 
     3.4000    880.0000      0.0000      1.0000      0.0000   2041.6620     19.9069      1.2966      1.2959   1383.8399    218.7996    237.1114      1.5505      1.6803      1.0000 
     3.4000    890.0000      0.0000      1.0000      0.0000   2041.6774     19.9070      1.2966      1.2959   1383.8436    219.0198    237.2934      1.5521      1.6816      1.0000 
     3.4000    900.0000      0.0000      1.0000      0.0000   2041.6928     19.9071      1.2966      1.2959   1383.8473    219.2372    237.4732      1.5536      1.6829      1.0000 
     3.4000    910.0000      0.0000      1.0000      0.0000   2041.7082     19.9073      1.2967      1.2959   1383.8511    219.4519    237.6507      1.5551      1.6841      1.0000 
     3.4000    920.0000      0.0000      1.0000      0.0000   2041.7236     19.9074      1.2967      1.2959   1383.8549    219.6639    237.8262      1.5566      1.6853      1.0000 
     3.4000    930.0000      0.0000      1.0000      0.0000   2041.7390     19.9075      1.2967      1.2959   1383.8588    219.8733    237.9995      1.5581      1.6866      1.0000 
     3.4000    940.0000      0.0000      1.0000      0.0000   2041.7545     19.9076      1.2967      1.2959   1383.8627    220.0801    238.1708      1.5596      1.6878      1.0000 
     3.4000    950.0000      0.0000      1.0000      0.0000   2041.7699     19.9078      1.2967      1.2959   1383.8667    220.2845    238.3402      1.5610      1.6890      1.0000 
     3.4000    960.0000      0.0000      1.0000      0.0000   2041.7853     19.9079      1.2967      1.2959   1383.8707    220.4864    238.5076      1.5625      1.6902      1.0000 
     3.4000    970.0000      0.0000      1.0000      0.0000   2041.8007     19.9080      1.2967      1.2959   1383.8748    220.6860    238.6730      1.5639      1.6913      1.0000 
     3.4000    980.0000      0.0000      1.0000      0.0000   2041.8162     19.9081      1.2967      1.2959   1383.8789    220.8832    238.8367      1.5653      1.6925      1.0000 
     3.4000    990.0000      0.0000      1.0000      0.0000   2041.8316     19.9083      1.2967      1.2959   1383.8831    221.0782    238.9984      1.5666      1.6936      1.0000 
     3.4000   1000.0000      0.0000      1.0000      0.0000   2041.8471     19.9084      1.2968      1.2959   1383.8873    221.2709    239.1585      1.5680      1.6948      1.0000 
     3.4000   1010.0000      0.0000      1.0000      0.0000   2041.8626     19.9085      1.2968      1.2959   1383.8915    221.4615    239.3167      1.5693      1.6959      1.0000 
     3.4000   1020.0000      0.0000      1.0000      0.0000   2041.8781     19.9087      1.2968      1.2959   1383.8958    221.6499    239.4733      1.5707      1.6970      1.0000 
     3.4000   1030.0000      0.0000      1.0000      0.0000   2041.8936     19.9088      1.2968      1.2959   1383.9001    221.8363    239.6282      1.5720      1.6981      1.0000 
     3.4000   1040.0000      0.0000      1.0000      0.0000   2041.9092     19.9089      1.2968      1.2959   1383.9045    222.0206    239.7814      1.5733      1.6991      1.0000 
     3.4000   1050.0000      0.0000      1.0000      0.0000   2041.9247     19.9091      1.2968      1.2959   1383.9090    222.2029    239.9330      1.5746      1.7002      1.0000 
     3.4000   1060.0000      0.0000      1.0000      0.0000   2041.9403     19.9092      1.2968      1.2959   1383.9134    222.3832    240.0831      1.5758      1.7013      1.0000 
     3.4000   1070.0000      0.0000      1.0000      0.0000   2041.9560     19.9093      1.2968      1.2959   1383.9180    222.5616    240.2316      1.5771      1.7023      1.0000 
     3.4000   1080.0000      0.0000      1.0000      0.0000   2041.9716     19.9094      1.2968      1.2959   1383.9225    222.7382    240.3786      1.5784      1.7034      1.0000 
     3.4000   1090.0000      0.0000      1.0000      0.0000   2041.9873     19.9096      1.2968      1.2959   1383.9271    222.9129    240.5241      1.5796      1.7044      1.0000 
     3.4000   1100.0000      0.0000      1.0000      0.0000   2042.0030     19.9097      1.2968      1.2959   1383.9318    223.0858    240.6681      1.5808      1.7054      1.0000 
     3.4000   1110.0000      0.0000      1.0000      0.0000   2042.0187     19.9098      1.2969      1.2959   1383.9365    223.2569    240.8107      1.5820      1.7064      1.0000 
     3.4000   1120.0000      0.0000      1.0000      0.0000   2042.0344     19.9100      1.2969      1.2959   1383.9412    223.4263    240.9519      1.5832      1.7074      1.0000 
     3.4000   1130.0000      0.0000      1.0000      0.0000   2042.0502     19.9101      1.2969      1.2959   1383.9460    223.5940    241.0918      1.5844      1.7084      1.0000 
     3.4000   1140.0000      0.0000      1.0000      0.0000   2042.0660     19.9102      1.2969      1.2959   1383.9508    223.7600    241.2303      1.5856      1.7094      1.0000 
     3.4000   1150.0000      0.0000      1.0000      0.0000   2042.0819     19.9104      1.2969      1.2959   1383.9557    223.9244    241.3674      1.5867      1.7103      1.0000 
     3.4000   1160.0000      0.0000      1.0000      0.0000   2042.0978     19.9105      1.2969      1.2959   1383.9606    224.0872    241.5033      1.5879      1.7113      1.0000 
     3.4000   1170.0000      0.0000      1.0000      0.0000   2042.1137     19.9107      1.2969      1.2959   1383.9656    224.2483    241.6378      1.5890      1.7122      1.0000 
     3.4000   1180.0000      0.0000      1.0000      0.0000   2042.1296     19.9108      1.2969      1.2959   1383.9706    224.4080    241.7712      1.5901      1.7132      1.0000 
     3.4000   1190.0000      0.0000      1.0000      0.0000   2042.1456     19.9109      1.2969      1.2959   1383.9756    224.5661    241.9032      1.5912      1.7141      1.0000 
     3.4000   1200.0000      0.0000      1.0000      0.0000   2042.1617     19.9111      1.2969      1.2959   1383.9807    224.7227    242.0341      1.5923      1.7150      1.0000 
     3.4000   1210.0000      0.0000      1.0000      0.0000   2042.1777     19.9112      1.2969      1.2959   1383.9858    224.8779    242.1638      1.5934      1.7159      1.0000 
     3.4000   1220.0000      0.0000      1.0000      0.0000   2042.1938     19.9113      1.2970      1.2959   1383.9910    225.0316    242.2923      1.5945      1.7168      1.0000 
     3.4000   1230.0000      0.0000      1.0000      0.0000   2042.2100     19.9115      1.2970      1.2958   1383.9962    225.1838    242.4196      1.5956      1.7177      1.0000 
     3.4000   1240.0000      0.0000      1.0000      0.0000   2042.2262     19.9116      1.2970      1.2958   1384.0014    225.3347    242.5459      1.5967      1.7186      1.0000 
     3.4000   1250.0000      0.0000      1.0000      0.0000   2042.2424     19.9118      1.2970      1.2958   1384.0067    225.4843    242.6710      1.5977      1.7195      1.0000 
     3.4000   1260.0000      0.0000      1.0000      0.0000   2042.2587     19.9119      1.2970      1.2958   1384.0120    225.6324    242.7950      1.5988      1.7204      1.0000 
     3.4000   1270.0000      0.0000      1.0000      0.0000   2042.2750     19.9120      1.2970      1.2958   1384.0174    225.7793    242.9179      1.5998      1.7212      1.0000 
     3.4000   1280.0000      0.0000      1.0000      0.0000   2042.2913     19.9122      1.2970      1.2958   1384.0228    225.9249    243.0398      1.6008      1.7221      1.0000 
     3.4000   1290.0000      0.0000      1.0000      0.0000   2042.3077     19.9123      1.2970      1.2958   1384.0282    226.0691    243.1607      1.6018      1.7229      1.0000 
     3.4000   1300.0000      0.0000      1.0000      0.0000   2042.3242     19.9125      1.2970      1.2958   1384.0337    226.2122    243.2805      1.6028      1.7238      1.0000 
     3.4000   1310.0000      0.0000      1.0000      0.0000   2042.3406     19.9126      1.2970      1.2958   1384.0392    226.3539    243.3993      1.6038      1.7246      1.0000 
     3.4000   1320.0000      0.0000      1.0000      0.0000   2042.3572     19.9127      1.2970      1.2958   1384.0448    226.4945    243.5171      1.6048      1.7254      1.0000 
     3.4000   1330.0000      0.0000      1.0000      0.0000   2042.3737     19.9129      1.2970      1.2958   1384.0504    226.6339    243.6340      1.6058      1.7263      1.0000 
     3.4000   1340.0000      0.0000      1.0000      0.0000   2042.3904     19.9130      1.2971      1.2958   1384.0561    226.7721    243.7498      1.6068      1.7271      1.0000 
     3.4000   1350.0000      0.0000      1.0000      0.0000   2042.4070     19.9132      1.2971      1.2958   1384.0617    226.9091    243.8648      1.6077      1.7279      1.0000 
     3.4000   1360.0000      0.0000      1.0000      0.0000   2042.4238     19.9133      1.2971      1.2958   1384.0675    227.0450    243.9788      1.6087      1.7287      1.0000 
     3.4000   1370.0000      0.0000      1.0000      0.0000   2042.4405     19.9135      1.2971      1.2958   1384.0732    227.1798    244.0919      1.6096      1.7295      1.0000 
     3.4000   1380.0000      0.0000      1.0000      0.0000   2042.4573     19.9136      1.2971      1.2958   1384.0790    227.3134    244.2041      1.6106      1.7303      1.0000 
     3.4000   1390.0000      0.0000      1.0000      0.0000   2042.4742     19.9137      1.2971      1.2958   1384.0848    227.4460    244.3154      1.6115      1.7310      1.0000 
     3.4000   1400.0000      0.0000      1.0000      0.0000   2042.4911     19.9139      1.2971      1.2958   1384.0907    227.5775    244.4258      1.6124      1.7318      1.0000 
     3.4000   1410.0000      0.0000      1.0000      0.0000   2042.5081     19.9140      1.2971      1.2958   1384.0966    227.7080    244.5354      1.6134      1.7326      1.0000 
     3.4000   1420.0000      0.0000      1.0000      0.0000   2042.5251     19.9142      1.2971      1.2958   1384.1026    227.8374    244.6441      1.6143      1.7334      1.0000 
     3.4000   1430.0000      0.0000      1.0000      0.0000   2042.5421     19.9143      1.2971      1.2957   1384.1086    227.9658    244.7520      1.6152      1.7341      1.0000 
     3.4000   1440.0000      0.0000      1.0000      0.0000   2042.5593     19.9145      1.2971      1.2957   1384.1146    228.0931    244.8590      1.6161      1.7349      1.0000 
     3.4000   1450.0000      0.0000      1.0000      0.0000   2042.5764     19.9146      1.2971      1.2957   1384.1207    228.2195    244.9652      1.6170      1.7356      1.0000 
     3.4000   1460.0000      0.0000      1.0000      0.0000   2042.5936     19.9148      1.2972      1.2957   1384.1268    228.3449    245.0707      1.6178      1.7363      1.0000 
     3.4000   1470.0000      0.0000      1.0000      0.0000   2042.6109     19.9149      1.2972      1.2957   1384.1329    228.4694    245.1753      1.6187      1.7371      1.0000 
     3.4000   1480.0000      0.0000      1.0000      0.0000   2042.6282     19.9151      1.2972      1.2957   1384.1391    228.5929    245.2792      1.6196      1.7378      1.0000 
     3.4000   1490.0000      0.0000      1.0000      0.0000   2042.6456     19.9152      1.2972      1.2957   1384.1453    228.7154    245.3823      1.6204      1.7385      1.0000 
     3.4000   1500.0000      0.0000      1.0000      0.0000   2042.6630     19.9154      1.2972      1.2957   1384.1515    228.8371    245.4846      1.6213      1.7392      1.0000 
     3.5000     50.0000      0.0000      1.0000      0.0000   2101.3615     20.1365      1.2859      1.2856   1398.6964    138.8844    187.9482      0.9738      1.3178      1.0000 
     3.5000     60.0000      0.0000      1.0000      0.0000   2101.8544     20.1374      1.2866      1.2863   1398.6723    147.3844    191.6760      1.0334      1.3439      1.0000 
     3.5000     70.0000      0.0000      1.0000      0.0000   2102.2400     20.1380      1.2871      1.2869   1398.6534    153.9457    194.8310      1.0794      1.3661      1.0000 
     3.5000     80.0000      0.0000      1.0000      0.0000   2102.5526     20.1386      1.2876      1.2873   1398.6380    159.2309    197.5252      1.1165      1.3850      1.0000 
     3.5000     90.0000      0.0000      1.0000      0.0000   2102.8128     20.1391      1.2880      1.2877   1398.6253    163.6197    199.8557      1.1472      1.4013      1.0000 
     3.5000    100.0000      0.0000      1.0000      0.0000   2103.0339     20.1395      1.2883      1.2880   1398.6144    167.3488    201.8969      1.1734      1.4156      1.0000 
